Molecular Target	Entrez Gene Name	Enterez Gene Id	Drug name	Other drug name	Pubchem name	CID	SID	Interaction type	Mode of action	Clinical Trial ID(s)	Detail	Phase	Include this entry?	Comments
PI3K	PI3KCG	5294	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT01411410	Advanced solid tumors A Phase 1 Study of BAY80-6946 (Phosphatidylinositol 3?-Kinase Inhibitor) in Combination With Paclitaxel in Subjects With Advanced Solid Malignancy	I	1	
PI3K	PI3KCG	5294	SAR245408	XL147	XL147	1893730	N/A	inhibitor	pan-PI3K inhibitor	NCT01436565	Advanced Cancer A Study of Investigational SAR256212 in Combination With SAR245408 in Patients With Solid Tumor Cancers	I	1	
PI3K	PI3KCG	5294	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT01460537	Advanced Cancer Phase 1 Study of PI3 (Phosphatidylinositol-3)-Kinase Inhibitor BAY80-6946 With Gemcitabine or Cisplatin Plus Gemcitabine in Patients With Advanced Cancer	I	1	
PI3K	PI3KCG	5294	BEZ235	NYP-BEZ235	NVP-BEZ237	11977753	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01482156	Advanced Cancer Dose Finding Study of RAD001 (Everolimus, Afinitor) in Combination With BEZ235 in Patients With Advanced Solid Tumors	I	1	
PI3K	PI3KCG	5294	BEZ235	NYP-BEZ235	NVP-BEZ241	11977753	N/A	inhibitor	PI3K/mTOR inhibitor	NCT01508104	Advanced Cancer Safety Study of BEZ235 With Everolimus in Subjects With Advanced Solid Tumors	I	1	
PI3K	PI3KCG	5294	BKM120	NVP-BKM120	BKM120	16654980	N/A	inhibitor	pan-PI3K inhibitor	NCT01623349	Recurrent ovarian cancer Phase I Study of the Oral PI3kinase Inhibitor BKM120 and the Oral PARP Inhibitor Olaparib in Patients With Recurrent Triple Negative Breast Cancer or Recurrent High Grade Serous Ovarian Cancer	I	1	
PI3K	PI3KCG	5294	P7170	PI3K/mTOR/ALK-1/DNA-PK inhibitor P7170	N/A	N/A	N/A	inhibitor	PI3K/mTOR/ALK-1/DNA-PK inhibitor	NCT01762410	Advanced Refractory Solid Tumors An Open Label Multicentric Phase 1 Study of Oral PI3K/mTOR Inhibitor P7170 in Patients With Advanced Refractory Solid Tumors.	I	1	
PI3K	PI3KCG	5294	BAY 80-6946	N/A	BCP9000383	N/A	144115686	inhibitor	pan-PI3K inhibitor	NCT01392521	Advanced Cancer Phase Ib Study of PI3(Phosphoinositol 3)-Kinase Inhibitor BAY80-6946 With MEK (Mitogen-activated Protein Kinase) Inhibitor BAY86-9766 in Patients With Advanced Cancer	Ib	1	
PI3K	PI3KCG	5294	BKM120	NVP-BKM120	BKM120	16654980	N/A	inhibitor	pan-PI3K inhibitor	NCT01550380	Advanced ovarian cancer w/ P13K pathway activation A Study of BKM120 as a Single Agent in First Line Therapy in Advanced, Metastatic, or Recurrent Endometrial Cancers	II	1	
AMPK	PRKAA1	5562	Metformin	Fortamet, Glucophage, Glumetza, Riomet	Metformin hydrochloride	14219	N/A	activator	AMP-activated protein kinase (AMPK) activator	NCT01529593	Advanced cancers Phase I Study of Temsirolimus in Combination With Metformin in Patients With Advanced Cancers	I	1	
AMPK	PRKAA1	5562	Metformin	Fortamet, Glucophage, Glumetza, Riomet	Metformin hydrochloride	14219	N/A	activator	AMP-activated protein kinase (AMPK) activator	NCT01579812	Advanced ovarian cancer A Phase II Evaluation of Metformin, Targeting Cancer Stem Cells for the Prevention of Relapse in Patients With Stage IIC/III/IV Ovarian, Fallopian Tube, and Primary Peritoneal Cancer	II	1	
AMPK	PRKAA2	5563	Metformin	Fortamet, Glucophage, Glumetza, Riomet	Metformin hydrochloride	14219	N/A	activator	AMP-activated protein kinase (AMPK) activator	NCT01529593	Advanced cancers Phase I Study of Temsirolimus in Combination With Metformin in Patients With Advanced Cancers	I	1	
AMPK	PRKAA2	5563	Metformin	Fortamet, Glucophage, Glumetza, Riomet	Metformin hydrochloride	14219	N/A	activator	AMP-activated protein kinase (AMPK) activator	NCT01579812	Advanced ovarian cancer A Phase II Evaluation of Metformin, Targeting Cancer Stem Cells for the Prevention of Relapse in Patients With Stage IIC/III/IV Ovarian, Fallopian Tube, and Primary Peritoneal Cancer	II	1	
AMPK	PRKAB1	5564	Metformin	Fortamet, Glucophage, Glumetza, Riomet	Metformin hydrochloride	14219	N/A	activator	AMP-activated protein kinase (AMPK) activator	NCT01529593	Advanced cancers Phase I Study of Temsirolimus in Combination With Metformin in Patients With Advanced Cancers	I	1	
AMPK	PRKAB1	5564	Metformin	Fortamet, Glucophage, Glumetza, Riomet	Metformin hydrochloride	14219	N/A	activator	AMP-activated protein kinase (AMPK) activator	NCT01579812	Advanced ovarian cancer A Phase II Evaluation of Metformin, Targeting Cancer Stem Cells for the Prevention of Relapse in Patients With Stage IIC/III/IV Ovarian, Fallopian Tube, and Primary Peritoneal Cancer	II	1	
Focal Adhesion Kinase (FAK)	PTK2	5747	VS-6063	N/A	N/A	N/A	N/A	inhibitor	FAK inhibitor	NCT01778803	Adv or refractory ovarian cancer A Phase I/Ib Study of Paclitaxel in Combination With VS-6063, a Focal Adhesion Kinase Inhibitor, in Subjects With Advanced Ovarian Cancer	I	1	
RET	RET	5976	Vandetanib	AZD6474, Zactima, ZD6474	Vandetanib	3081361	N/A	inhibitor	VEGFR, EGFR, and RET inhibitor	NCT01582191	Advanced cancers A Phase 1 Trial of Vandetanib (a Multi-kinase Inhibitor of EGFR, VEGFR and RET Inhibitor) in Combination With Everolimus (an mTOR Inhibitor) in Advanced Cancer	I	1	
RET	RET	5976	Dovitinib	RTK inhibitor TKI258	Dovitinib	9886808	N/A	inhibitor	Multi-targeted RTK inhibitor	NCT01831726	Advanced Tumors With Mutations or Translocations of FGFR, PDGFR, VEGF, cKIT, FLT3, CSFR1, Trk and RET Dovitinib for Patients With Tumor Pathway Activations Inhibited by Dovitinib	I	1	
RFC-1	RFC1	5981	Pralatrexate	Folotyn, PDX	Pralatrexate	148121	N/A	inhibitor	RFC-1 targeted DHFR inhibitor	NCT01188876	Platinum sensitive relapsed ovarian cancer Carboplatin and Pralatrexate in Patients With Recurrent Platinum-Sensitive Ovarian, Fallopian or Primary Peritoneal Cancer	I/II	1	
Ribonucleotide reductase	RRM1	6240	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01248949	Advanced Recurrent Ovarian Tumors Phase 1/1b, Open-Label, Dose-Escalation and Expansion Study to Evaluate the Safety and Antitumor Activity of MEDI3617 as a Single-Agent or in Combination Therapy in Adult Subjects With Advanced Solid Tumors	I	1	
Ribonucleotide reductase	RRM1	6240	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01352962	Advanced solid tumors A Phase I Study of Gemcitabine, Carboplatin and Lenalidomide (GCL) for Treatment of Patients With Advanced/Metastatic Urothelial Carcinoma (UC) and Other Solid Tumors	I	1	
Ribonucleotide reductase	RRM1	6240	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01455532	Advanced solid tumors A Phase 1/1b Dose Escalation Study Evaluating Iniparib (BSI201/SAR240550) as a Single Agent and in Combination With Chemotherapeutic Regimens in Patients With Solid Tumors	I	1	
Ribonucleotide reductase	RRM1	6240	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01460537	Advanced Cancer Phase 1 Study of PI3 (Phosphatidylinositol-3)-Kinase Inhibitor BAY80-6946 With Gemcitabine or Cisplatin Plus Gemcitabine in Patients With Advanced Cancer	I	1	
Ribonucleotide reductase	RRM1	6240	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01624493	Relapsed ovarian cancer, platinum sensitive Phase I/II BNC105P Combination Study in Partially Platinum Sensitive Ovarian Cancer Patients in First or Second Relapse	I/II	1	
Ribonucleotide reductase	RRM1	6240	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01663857	Platinum sensitive ovarian cancer A Randomized, Double-Blind, Placebo-Controlled Phase 1b/2 Study of LY2228820, a p38 MAPK Inhibitor, Plus Gemcitabine and Carboplatin Versus Gemcitabine and Carboplatin for Women With Platinum-Sensitive Ovarian Cancer	I/II	1	
Ribonucleotide reductase	RRM1	6240	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01131039	Platinum-Resistant Recurrent Ovarian Cancer Safety and Efficacy Study of Gemcitabine Plus Bevacizumab in Patients With Platinum-Resistant Ovarian, Primary Peritoneal or Fallopian Tube Cancer	II	1	
Ribonucleotide reductase	RRM1	6240	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01296035	Metastatic, advanced, or recurrent platinum-resistant epithelial ovarian, primary peritoneal or fallopian tube cancer A Phase II Evaluation of Panitumumab and Gemcitabine as Treatment for Women With Recurrent Epithelial Ovarian Cancer.	II	1	
Ribonucleotide reductase	RRM1	6240	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01610206	Recurrent ovarian cancer A Randomized Open Label Phase II Study of Weekly Gemcitabine Plus Pazopanib Versus Weekly Gemcitabine Alone in the Treatment of Patients With Persistent or Relapsed Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Carcinoma	II	1	
Ribonucleotide reductase	RRM2	6241	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01248949	Advanced Recurrent Ovarian Tumors Phase 1/1b, Open-Label, Dose-Escalation and Expansion Study to Evaluate the Safety and Antitumor Activity of MEDI3617 as a Single-Agent or in Combination Therapy in Adult Subjects With Advanced Solid Tumors	I	1	
Ribonucleotide reductase	RRM2	6241	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01352962	Advanced solid tumors A Phase I Study of Gemcitabine, Carboplatin and Lenalidomide (GCL) for Treatment of Patients With Advanced/Metastatic Urothelial Carcinoma (UC) and Other Solid Tumors	I	1	
Ribonucleotide reductase	RRM2	6241	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01455532	Advanced solid tumors A Phase 1/1b Dose Escalation Study Evaluating Iniparib (BSI201/SAR240550) as a Single Agent and in Combination With Chemotherapeutic Regimens in Patients With Solid Tumors	I	1	
Ribonucleotide reductase	RRM2	6241	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01460537	Advanced Cancer Phase 1 Study of PI3 (Phosphatidylinositol-3)-Kinase Inhibitor BAY80-6946 With Gemcitabine or Cisplatin Plus Gemcitabine in Patients With Advanced Cancer	I	1	
Ribonucleotide reductase	RRM2	6241	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01624493	Relapsed ovarian cancer, platinum sensitive Phase I/II BNC105P Combination Study in Partially Platinum Sensitive Ovarian Cancer Patients in First or Second Relapse	I/II	1	
Ribonucleotide reductase	RRM2	6241	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01663857	Platinum sensitive ovarian cancer A Randomized, Double-Blind, Placebo-Controlled Phase 1b/2 Study of LY2228820, a p38 MAPK Inhibitor, Plus Gemcitabine and Carboplatin Versus Gemcitabine and Carboplatin for Women With Platinum-Sensitive Ovarian Cancer	I/II	1	
Ribonucleotide reductase	RRM2	6241	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01131039	Platinum-Resistant Recurrent Ovarian Cancer Safety and Efficacy Study of Gemcitabine Plus Bevacizumab in Patients With Platinum-Resistant Ovarian, Primary Peritoneal or Fallopian Tube Cancer	II	1	
Ribonucleotide reductase	RRM2	6241	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01296035	Metastatic, advanced, or recurrent platinum-resistant epithelial ovarian, primary peritoneal or fallopian tube cancer A Phase II Evaluation of Panitumumab and Gemcitabine as Treatment for Women With Recurrent Epithelial Ovarian Cancer.	II	1	
Ribonucleotide reductase	RRM2	6241	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01610206	Recurrent ovarian cancer A Randomized Open Label Phase II Study of Weekly Gemcitabine Plus Pazopanib Versus Weekly Gemcitabine Alone in the Treatment of Patients With Persistent or Relapsed Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Carcinoma	II	1	
Ribonucleotide reductase	RRM2B	50484	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01248949	Advanced Recurrent Ovarian Tumors Phase 1/1b, Open-Label, Dose-Escalation and Expansion Study to Evaluate the Safety and Antitumor Activity of MEDI3617 as a Single-Agent or in Combination Therapy in Adult Subjects With Advanced Solid Tumors	I	1	
Ribonucleotide reductase	RRM2B	50484	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01352962	Advanced solid tumors A Phase I Study of Gemcitabine, Carboplatin and Lenalidomide (GCL) for Treatment of Patients With Advanced/Metastatic Urothelial Carcinoma (UC) and Other Solid Tumors	I	1	
Ribonucleotide reductase	RRM2B	50484	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01455532	Advanced solid tumors A Phase 1/1b Dose Escalation Study Evaluating Iniparib (BSI201/SAR240550) as a Single Agent and in Combination With Chemotherapeutic Regimens in Patients With Solid Tumors	I	1	
Ribonucleotide reductase	RRM2B	50484	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01460537	Advanced Cancer Phase 1 Study of PI3 (Phosphatidylinositol-3)-Kinase Inhibitor BAY80-6946 With Gemcitabine or Cisplatin Plus Gemcitabine in Patients With Advanced Cancer	I	1	
Ribonucleotide reductase	RRM2B	50484	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01624493	Relapsed ovarian cancer, platinum sensitive Phase I/II BNC105P Combination Study in Partially Platinum Sensitive Ovarian Cancer Patients in First or Second Relapse	I/II	1	
Ribonucleotide reductase	RRM2B	50484	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01663857	Platinum sensitive ovarian cancer A Randomized, Double-Blind, Placebo-Controlled Phase 1b/2 Study of LY2228820, a p38 MAPK Inhibitor, Plus Gemcitabine and Carboplatin Versus Gemcitabine and Carboplatin for Women With Platinum-Sensitive Ovarian Cancer	I/II	1	
Ribonucleotide reductase	RRM2B	50484	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01131039	Platinum-Resistant Recurrent Ovarian Cancer Safety and Efficacy Study of Gemcitabine Plus Bevacizumab in Patients With Platinum-Resistant Ovarian, Primary Peritoneal or Fallopian Tube Cancer	II	1	
Ribonucleotide reductase	RRM2B	50484	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01296035	Metastatic, advanced, or recurrent platinum-resistant epithelial ovarian, primary peritoneal or fallopian tube cancer A Phase II Evaluation of Panitumumab and Gemcitabine as Treatment for Women With Recurrent Epithelial Ovarian Cancer.	II	1	
Ribonucleotide reductase	RRM2B	50484	Gemcitabine	Gemzar	gemcitabine	60750	N/A	inhibitor	Ribonucleotide reductase and DNA synthesis inhibitor	NCT01610206	Recurrent ovarian cancer A Randomized Open Label Phase II Study of Weekly Gemcitabine Plus Pazopanib Versus Weekly Gemcitabine Alone in the Treatment of Patients With Persistent or Relapsed Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Carcinoma	II	1	
TROP2 [EGP-1 (epithelial glycoprotein-1)]	TACSTD2	4070	IMMU-132	anti-TROP-2 Antibody-Drug Conjugate IMMU-132, hrS7-SN38 antibody drug conjugate	N/A	N/A	N/A	inhibitor	TROP2-targeted TOPO I inhibitor	NCT01631552	Metastatic ovarian cancer A Phase I Study of IMMU-132 (hRS7-SN38 Antibody Drug Conjugate) in Patients With Epithelial Cancer	I	1	
Tie-2	TEK	7010	Cabozantanib	Cabozantinib, Cometriq	Cabozantinib	25102847	N/A	inhibitor	RTK, HGFR, VEGFR2, KIT, Flt3, and Tie-2 inhibitor	NCT01716715	Recurrent epithelial ovarian cancer A RANDOMIZED PHASE II STUDY OF NCI SUPPLIED CABOZANTINIB (NSC #761968 IND #116059) VERSUS WEEKLY PACLITAXEL (NSC #673089) IN THE TREATMENT OF PERSISTENT OR RECURRENT EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER	II	1	
TLR8	TLR8	51311	VTX-2337	TLR8 Agonist VTX-2337, Toll-like Receptor 8 Agonist VTX-2337	SureCN254984	16049404	N/A	immunostimulator	immunostimulator	NCT01666444	Platinum resistant recurrent epithelial ovarian cancer A Randomized, Double-Blind, Placebo-Controlled Phase II Study of VTX-2337 in Combination With doxil (PLD) in Patients With Recurrent or Persistent Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer	II	1	
TNF-alpha	TNF	7124	Lenalidomide	CC-5013, IMID-1, Revlimid	lenalidomide	216326	N/A	Anti-angiogenic.	Anti-angiogenic.	NCT01146795	Stage III, IV ovarian epithelial cancer Neoadjuvant Therapy for Ovarian Cancer	0	1	
TNF-alpha	TNF	7124	Lenalidomide	CC-5013, IMID-1, Revlimid	lenalidomide	216326	N/A	Anti-angiogenic.	Anti-angiogenic.	NCT01352962	Advanced solid tumors A Phase I Study of Gemcitabine, Carboplatin and Lenalidomide (GCL) for Treatment of Patients With Advanced/Metastatic Urothelial Carcinoma (UC) and Other Solid Tumors	I	1	
RANKL	TNFSF11	8600	Denosumab	N/A	Denosumab	N/A	135285955	antagonist	RANKL antagonist	NCT01624766	Advanced cancers A Phase I Trial of Anakinra (IL-1 Receptor Antagonist) or Denosumab (Anti-RANKL Monoclonal Antibody) in Combination With Everolimus (mTOR Inhibitor) in Patients With Advanced Malignancies	I	1	
TOPO I	TOP1	7150	Irinotecan	Campothecin-11, Campto, Camptosar	irinotecan	60838	N/A	inhibitor	TOPO I inhibitor	NCT01347866	Advanced Cancer Study Of PI3K/mTOR Inhibitors In Combination With A MEK Inhibitor Or Irinotecan In Patients With Advanced Cancer	I	1	
TOPO I	TOP1	7150	IMMU-132	anti-TROP-2 Antibody-Drug Conjugate IMMU-132, hrS7-SN38 antibody drug conjugate	N/A	N/A	N/A	inhibitor	TROP2-targeted TOPO I inhibitor	NCT01631552	Metastatic ovarian cancer A Phase I Study of IMMU-132 (hRS7-SN38 Antibody Drug Conjugate) in Patients With Epithelial Cancer	I	1	
TOPO I	TOP1	7150	Topotecan	Hycamptamine, Hycamtin, TOPO	topotecan	60700	N/A	inhibitor	TOPO I inhibitor	NCT01012817	Platinum-refractory or recurrent (< 1yr after Pt treatment) ovarian epithelial or primary peritoneal cancer A Phase I/II Trial of ABT-888, an Inhibitor of Poly(ADP-ribose) Polymerase (PARP), and Topotecan (TPT) in Patients With Solid Tumors (Phase I) and Relapsed or Refractory Ovarian Cancer or Primary Peritoneal Cancer (Phase II) After Prior Platinum Containing First-Line Chemotherapy	I/II	1	
TOPO I	TOP1	7150	Topotecan	Hycamptamine, Hycamtin, TOPO	topotecan	60700	N/A	inhibitor	TOPO I inhibitor	NCT01696032	Ovarian Cancer A Randomized, Controlled, Open-Label, Phase 2 Trial of SGI-110 and Carboplatin in Subjects With Platinum-Resistant Recurrent Ovarian Cancer	I/II	1	
TOPO I	TOP1	7150	CRLX101	camptothecin-polymer conjugate IT-101, cyclodextrin-based polymer-camptothecin CRLX101, IT-101	Camptothecin	24360	N/A	HIF-1alpha	dual inhibitor of topoisomerase 1 and HIF-1alpha	NCT01652079	Recurrent epithelial cancer A Phase II, 2-stage Trial of CRLX101-202 in Recurrent Ovarian, Tubal and Peritoneal Cancer	II	1	
TOPO I	TOP1	7150	Irinotecan	Campothecin-11, Campto, Camptosar	irinotecan	60838	N/A	inhibitor	TOPO I inhibitor	NCT01081262	Newly diagnosed ovarian cancer (before chemotherapy), diagnosed stage II, stage III, or stage IV or recurrent stage I ovarian cancer Carboplatin and Paclitaxel or Oxaliplatin and Capecitabine, With or Without Bevacizumab, as First-Line Therapy in Treating Patients With Newly Diagnosed Stage II, Stage III, Stage IV, or Recurrent Stage I Epithelial Ovarian Cancer or Fallopian Tube Cancer	III	1	
TOPO I	TOP1	7150	Topotecan	Hycamptamine, Hycamtin, TOPO	topotecan	60700	N/A	inhibitor	TOPO I inhibitor	NCT01849874	Recurrent low grade serous ovarian , fallopian tube, peritoneal cancer A Study of MEK162 vs. Physician's Choice Chemotherapy in Patients With Low-grade Serous Ovarian, Fallopian Tube or Peritoneal Cancer	III	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01146795	Stage III, IV ovarian epithelial cancer Neoadjuvant Therapy for Ovarian Cancer	0	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01145430	Recurrent Ovarian Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer PHASE I STUDY OF ABT-888, PARP INHIBITOR, AND PEGYLATED LIPOSOMAL DOXORUBICIN (PLD) IN RECURRENT GYNECOLOGIC CANCER AND BREAST CANCER	I	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01281514	Platinum-sensitive ovarian cancer at first relapse PHASE I STUDY OF CARBOPLATIN, PEGYLATED LIPOSOMAL DOXORUBICIN (PLD) AND EVEROLIMUS IN PATIENTS WITH PLATINUM-SENSITIVE EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER IN FIRST RELAPSE	I	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01455532	Advanced solid tumors A Phase 1/1b Dose Escalation Study Evaluating Iniparib (BSI201/SAR240550) as a Single Agent and in Combination With Chemotherapeutic Regimens in Patients With Solid Tumors	I	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01459380	Recurrent Platinum Sensitive Ovarian, Primary Peritoneal and Fallopian Tube Cancer A Phase I Trial of Doxil ), Carboplatin and NCI Supplied Veliparib (ABT-888) in Recurrent Platinum Sensitive Ovarian, Primary Peritoneal and Fallopian Tube Cancer	I	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01489371	Recurrent epithelial ovarian cancer A Phase I Study of Intraperitoneal EGEN-001 (IL-12 Plasmid Formulated With PEG-PEI-Cholesterol Lipopolymer) (IND #12,484) Administered in Combination With doxil (PLD, Doxil (NSC #712227 or Lipodox) in Patients With Recurrent or Persistent Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Cancer	I	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01715168	Recurrent ovarian cancer A Phase 1, Single-blind, Randomized, Two-way, Crossover Bioequivalence Study of Intravenously Administered ATI 0918 in Patients With Ovarian Cancer That Has Progressed or Recurred After Platinum-based Chemotherapy	I	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01815294	Advanced solid tumors A Pivotal Bioequivalence Study of DOXIL/CAELYX Manufactured at a New Site in Subjects With Advanced or Refractory Solid Malignancies Including Subjects With Ovarian Cancer.	I	1	
TOPO II	TOP2A	7153	Idronoxil	Phenoxodiol	Dehydroequol	219100	N/A	inhibitor	Caspase activator, XIAP inhibitor, FLIP suppressor, and TOPO II inhibitor	NCT00303888	Platinum-sensitive, recurrent ovarian epithelial cancer Docetaxel With or Without Phenoxodiol in Treating Patients With Recurrent Advanced Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cavity Cancer	I/II	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01485874	Platinum-resistant or refractory ovarian cancer A Phase I-II Clinical Trial of Pegylated Liposomal Doxorubicin (Doxil) in Combination With BIBF 1120 in Patients With Ovarian Cancer: Hoosier Oncology Group GYN10-149	I/II	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT01696032	Ovarian Cancer A Randomized, Controlled, Open-Label, Phase 2 Trial of SGI-110 and Carboplatin in Subjects With Platinum-Resistant Recurrent Ovarian Cancer	I/II	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT00982631	Advanced or Recurrent Ovarian Cancer A Phase Ib Study of Combination of Temsirolimus (Torisel) and Pegylated Liposomal Doxorubicin (PLD, Doxil/ Caelyx) in Advanced or Recurrent Breast, Endometrial and Ovarian Cancer	Ib	1	
TOPO II	TOP2A	7153	Doxil	Dox-SL, Evacet, LipoDox, liposomal doxorubicin, Pegylated Liposomal Doxorubicin Hydrochloride	doxorubicin	31703	N/A	inhibitor	DNA intercalator and TOPO II inhibitor	NCT00003135	Metastatic ovarian cancer Whole Body Hyperthermia Combined With Chemotherapy in Treating Patients With Metastatic Breast, Ovarian, Endometrial, or Cervical Cancer	II	1	
