entrez_id	entrez_gene_symbol	entrez_gene_synonyms	ensembl_ids
727768	TEKT4P1		
126	ADH1C	ADH3	ENSG00000248144
388946	TMEM247		ENSG00000187600
100509378	LOC100509378		
644022	RPL22P19	RPL22_8_1294	
651	BMP3	BMP-3A	ENSG00000152785
176	ACAN	AGC1,AGCAN,CSPG1,CSPGCP,MSK16,SEDK	ENSG00000157766
767846	PFN1P2	C1orf152,COAS3	
100873731	RNA5SP489	RN5S489	
219670	ENKUR	C10orf63	ENSG00000151023
100996786	LOC100996786		
100130741	LOC100130741		
66002	CYP4F12	F22329_1	ENSG00000186204
28509	IGHD1-7	DM1,IGHD17	
255042	MGC16723		
58487	CREBZF	SMILE,ZF	ENSG00000137504
100419929	LOC100419929		
51150	SDF4	Cab45,SDF-4	ENSG00000078808
6135	RPL11	DBA7,GIG34,L11	ENSG00000142676
100421535	GEMIN8P3		
284359	IZUMO1	IZUMO	ENSG00000182264
4193	MDM2	ACTFS,HDMX,hdm2	ENSG00000135679
100873498	RNA5SP240	RN5S240	
345630	FBLL1		
283463	MUC19	MUC-19	
117193	THMA	THM	
100128264	LOC100128264		
729403	GAPDHP61	GAPDHL6,GAPDL6	
326585	SSXP8	psiSSX8	
254268	AKNAD1	C1orf62	ENSG00000162641
6960	TRBV25OR9-2	TCRBV11O,TCRBV11S2O,TCRBV25S2	
54088	LINC00113	C21orf23,NCRNA00113	
100509315	LOC100509315		
3453	IFNA22P	IFNAP22	
145499	RPLP1P1	RPLP1_4_1394	
56244	BTNL2	BTL-II,HSBLMHC1,SS2	ENSG00000204290
170516	GAPDHP2	GAPDP2,dJ585I14.1	
677805	SNORA18	ACA18	
90417	C15orf23	SKAP,TRAF4AF1	ENSG00000128944
65072	CFLAR-AS1	ALS2CR10	
632	BGLAP	BGP,OC	ENSG00000242252
2357	FPR1	FMLP,FPR	ENSG00000171051
100127889	C10orf131	bA690P14.3	ENSG00000173088
9129	PRPF3	HPRP3,HPRP3P,PRP3,Prp3p,RP18	ENSG00000117360
4954	ODCP	ODC2	
100420378	TRIM60P12Y	TRIM60P12,TRIM60PY12	
641648	SNORD87	HBII-276,U87	
54431	DNAJC10	ERdj5,JPDI,PDIA19	ENSG00000077232
317754	POTED	A26B3,ANKRD21,CT104.1,POTE,POTE-21,POTE21	
2645	GCK	FGQTL3,GK,GLK,HHF3,HK4,HKIV,HXKP,LGLK,MODY2	ENSG00000106633
1519	CTSO	CTSO1	ENSG00000256043
100188893	TOMM6	OBTP	ENSG00000214736
2197	FAU	FAU1,Fub1,Fubi,MNSFbeta,RPS30,S30,asr1	ENSG00000149806
442309	LOC442309		
84892	GTDC2	AGO61,C3orf39	ENSG00000144647
9348	NDST3	HSST3	ENSG00000164100
100287869	LOC100287869		
100419848	LOC100419848		
346990	H2AFZP2		
286573	TPTE2P4	TPTEP	
115572	FAM46B	RP11-344H11.8	ENSG00000158246
11016	ATF7	ATFA	ENSG00000170653
54101	RIPK4	ANKK2,ANKRD3,DIK,NKRD3,PKK,RIP4	ENSG00000183421
63930	LOC63930		
28693	TRAV1-1	TCRAV1S1,TCRAV7S1,TRAV11	
55201	MAP1S	BPY2IP1,C19orf5,MAP8,VCY2IP-1,VCY2IP1	ENSG00000130479
80017	C14orf159		ENSG00000133943
94299	TP53BP2P1	PPP1R13AP	
29951	PDZRN4	LNX4,SAMCAP3L	ENSG00000165966
100874024	TRPC7-AS1		
100419870	LOC100419870		
353347	DFNA53		
57282	SLC4A10	NBCn2,NCBE	ENSG00000144290
100189195	TRNAN20		
64768	IPPK	C9orf12,INSP5K2,IP5K,IPK1,bA476B13.1	ENSG00000127080
100616499	MIR4435-1		
100616277	MIR4522		
100418500	LOC100418500		
389428	RPL5P18	RPL5_11_750	
100419059	LOC100419059		
285590	SH3PXD2B	FAD49,FTHS,HOFI,KIAA1295,TKS4,TSK4	ENSG00000174705
9610	RIN1		ENSG00000174791
79816	TLE6	GRG6	ENSG00000104953
5509	PPP1R3D	PPP1R6	ENSG00000132825
100420206	LOC100420206		
9205	ZMYM5	HSPC050,MYM,ZNF198L1,ZNF237	ENSG00000132950
647201	RPL23AP16	RPL23A_4_145	
100151649	RNU7-53P	U7.53	
100616293	MIR4510		
83445	GSG1		ENSG00000111305
728143	LOC728143		
100419008	LOC100419008		
728932	GPR89C		ENSG00000196644
100127999	RPL18AP11	RPL18A_5_961	
100036567	SNORD115-47	HBII-52-46,HBII-52-47	
387849	REP15	RAB15EP	ENSG00000174236
100132380	AGGF1P1		
150726	FBXO41	FBX41	ENSG00000163013
5265	SERPINA1	A1A,A1AT,AAT,PI,PI1,PRO2275,alpha1AT	ENSG00000197249
116225	ZMYND19	MIZIP,RP11-48C7.4	ENSG00000165724
6418	SET	2PP2A,I2PP2A,IGAAD,IPP2A2,PHAPII,TAF-I,TAF-IBETA	ENSG00000119335
81693	AMN	PRO1028	ENSG00000166126
100287852	LOC100287852		
337968	KRTAP6-3	KAP6.3	ENSG00000212938
124602	KIF19	KIF19A	ENSG00000196169
100874509	CHCHD2P7		
286555	TBL1YP1	TBL1YP	
647298	HSPD1P8	HSPD1-12P	
648726	LOC648726		
5883	RAD9A	RAD9	ENSG00000172613
100271233	RPS20P20	RPS20_11_915	
100302737	ZNF861P		
100873807	RNY1P8		
257101	ZNF683		ENSG00000176083
392265	CDK5PS		
6890	TAP1	ABC17,ABCB2,APT1,D6S114E,PSF-1,PSF1,RING4,TAP1*0102N,TAP1N	ENSG00000168394
10001	MED6	NY-REN-28	ENSG00000133997
643617	RPSAP8	LAMR1P8,RPSA_26_1797	
255520	ELMOD2	9830169G11Rik	ENSG00000179387
16	AARS	CMT2N	ENSG00000090861
51366	UBR5	DD5,EDD,EDD1,HYD	ENSG00000104517
8428	STK24	MST3,MST3B,STE20,STK3	ENSG00000102572
23413	NCS1	FLUP,FREQ	ENSG00000107130
100128618	SLC25A3P2		
574476	MIR520C	MIRN520C	
474334	GEVQ1		
100271702	LOC100271702		
57521	RPTOR	KOG1,Mip1	ENSG00000141564
440400	RNASEK		ENSG00000219200
10470	D6S2723E	BING5	
91851	CHRDL1	CHL,NRLN1,VOPT,dA141H5.1	ENSG00000101938
100128324	LOC100128324		
317703	VN1R4	V1RL4	ENSG00000228567
29993	PACSIN1	SDPI	ENSG00000124507
440737	RPL35P1	RPL35_1_181	
100313789	PIRC42		
145389	SLC38A6	NAT-1	ENSG00000139974
124454	EARS2	MSE1	ENSG00000103356
728461	CSAG2	CSAG3B,CT24.2,TRAG-3,TRAG3	
79273	OR7E94P		
402146	B3GAT3P1	B3GAT3P,PSIGLCAT-I	
2140	EYA3		ENSG00000158161
100271100	RPS25P2	RPS25_1_159	
100419095	TXNL1P1		
386684	KRTAP12-4	KRTAP12.4	ENSG00000212933
100507125	ERHP1		
100861549	LINC00562		
60485	SAV1	SAV,WW45,WWP4	ENSG00000151748
374	AREG	AR,CRDGF,SDGF	ENSG00000109321
1306	COL15A1		ENSG00000204291
429	ASCL1	ASH1,HASH1,MASH1,bHLHa46	ENSG00000139352
100421264	LOC100421264		
100874300	SYNJ2-IT1		
55081	IFT57	ESRRBL1,HIPPI,MHS4R2	ENSG00000114446
94241	TP53INP1	SIP,TP53DINP1,TP53INP1A,TP53INP1B,Teap,p53DINP1	ENSG00000164938
9026	HIP1R	HIP12,HIP3,ILWEQ	ENSG00000130787
9745	ZNF536		ENSG00000198597
387576	MGR5		
115825	WDFY2	PROF,RP11-147H23.1,WDF2,ZFYVE22	ENSG00000139668
1392	CRH	CRF	ENSG00000147571
100418878	LOC100418878		
1080	CFTR	ABC35,ABCC7,CF,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1	ENSG00000001626
58160	NFE4	NF-E4	
81188	OR5M12P		
4724	NDUFS4	AQDQ,CI-18	ENSG00000164258
117188	ATOD5	ATPD5	
100287296	LINC00265-2P	NCRNA00265-2P,NCRNA00265B	
132625	ZFP42	REX1,ZNF754	ENSG00000179059
64227	ERP29P1	ERP28P	
100874532	IBGC2		
6200	RPS6KB3	70kD	
100132234	LINC00543		
100131396	RPS6P14	RPS6_6_1039	
401176	LOC401176		
81366	OR2AM1P	OR37E	
9699	RIMS2	OBOE,RAB3IP3,RIM2	ENSG00000176406
100462782	MEMO1P3		
646433	RPL32P19	RPL32_10_878	
100431172	KLRF2	NKp65	ENSG00000256797
81893	SLC7A5P1	DC49,LAT1-3TM,MLAS,hLAT1-3TM	
392133	OR10AC1P	OR10AC1	
92104	TTC30A		ENSG00000197557
100736411	LOC100736411		
100422972	MIR3181		
128756	RPL15P1	RPL15_9_1687,dJ726N1.3	
349198	CYCSP3	HCP21,HS7	
100422981	MIR3173		
729948	CDC26P1	CDC26P	
3086	HHC2	FBH,FBH2,FHH2	
6861	SYT5		ENSG00000129990
100287722	AP4B1-AS1		
100132547	RPL26P33	RPL26_16_1236	
442247	RFPL4B	RNF211	ENSG00000251258
114655	SNORD73B	RNU73B,U73B	
692210	SNORD93	HBII-336	
100129596	LOC100129596		
554174	LOC554174		
100507324	LOC100507324		
100873834	RNU5F-7P		
403248	OR4A42P		
150519	LOC150519		
100506863	CLTC-IT1	PRO0456	
100420020	LOC100420020		
100421541	LOC100421541		
50805	IRX4	IRXA3	ENSG00000113430
29126	CD274	B7-H,B7H1,PD-L1,PDCD1L1,PDCD1LG1,PDL1	ENSG00000120217
9673	SLC25A44	RP11-54H19.3	ENSG00000160785
100507351	LOC100507351		
100873593	RNA5SP327	RN5S327	
5341	PLEK	P47	ENSG00000115956
9727	RAB11FIP3	CART1,Rab11-FIP3	ENSG00000090565
79639	TMEM53	NET4	ENSG00000126106
100652901	LOC100652901		
25814	ATXN10	E46L,HUMEEP,SCA10	ENSG00000130638
22845	DOLK	CDG1M,DK,DK1,SEC59,TMEM15	ENSG00000175283
100996865	LOC100996865		
5641	LGMN	AEP,LGMN1,PRSC1	ENSG00000100600
574089	CSAG4		
23719	DFNA30		
100302284	MIR1303	MIRN1303,hsa-mir-1303	
100421580	LOC100421580		
653375	LOC653375		
283848	CES4A	CES6,CES8	ENSG00000172824
79188	TMEM43	ARVC5,ARVD5,LUMA	ENSG00000170876
28809	IGLV3-1	IGLV31,V2-1	
100616381	MIR4456		
4891	SLC11A2	DCT1,DMT1,NRAMP2	ENSG00000110911
8689	KRT36	HA6,KRTHA6,hHa6	ENSG00000126337
100359403	PARK16		
100418585	LOC100418585		
26251	KCNG2	KCNF2,KV6.2	ENSG00000178342
100873482	RNA5SP223	RN5S223	
100133985	LOC100133985		
352961	HCG26	3.8-1,NCRNA00191,bCX205D4.4,bPG181B23.4	
100271182	RPL21P73	RPL21_28_856	
100288929	LOC100288929		
100422946	MIR3116-2		
283454	LOC283454		
100418707	LOC100418707		
1749	DLX5	SHFM1D	ENSG00000105880
197259	MLKL		ENSG00000168404
724031	MIR661	MIRN661,hsa-mir-661	
127059	OR2M5	OR2M5P	ENSG00000162727
2128	EVX1		ENSG00000106038
100500842	MIR3652		
646535	LOC646535		
553145	AASTH32		
100616183	MIR4513		
100653489	MTND4P14		
7905	REEP5	C5orf18,D5S346,DP1,TB2,YOP1	ENSG00000129625
7755	ZNF205	RhitH,ZNF210,Zfp13	ENSG00000122386
28460	IGHV1-C	IGHV1C	
2737	GLI3	ACLS,GCPS,GLI3-190,GLI3FL,PAP-A,PAPA,PAPA1,PAPB,PHS,PPDIV	ENSG00000106571
29895	MYLPF	HUMMLC2B,MRLC2,MYL11	ENSG00000180209
286343	LURAP1L	C9orf150,bA3L8.2	ENSG00000153714
100874262	UBE2D3P3		
100289533	LOC100289533		
100506409	ELOVL2-AS1		
100289545	HIST1H3PS1	H3F3AP1,dJ45P21.6	
9020	MAP3K14	FTDCR1B,HS,HSNIK,NIK	ENSG00000006062
100126341	MIR891A	MIRN891A	
1818	DRD5P2		
100506600	MAST4-AS1		
360219	GCRG224		
84153	RNASEH2C	AGS3,AYP1	ENSG00000172922
91828	EXOC3L4	C14orf73	ENSG00000205436
100420228	LOC100420228		
161514	TBC1D21	MgcRabGAP	ENSG00000167139
100189303	TRNAM16		
780812	PAICSP6		
143	PARP4	ADPRTL1,ARTD4,PARP-4,PARPL,PH5P,VAULT3,VPARP,VWA5C,p193	ENSG00000102699
7384	UQCRC1	D3S3191,QCR1,UQCR1	ENSG00000010256
29882	ANAPC2	APC2,RP11-350O14.5	ENSG00000176248
55917	CTTNBP2NL		ENSG00000143079
57622	LRFN1	SALM2	ENSG00000128011
100128135	GVINP2		
55238	SLC38A7	SNAT7	ENSG00000103042
442905	MIR337	MIRN337,hsa-mir-337	
65243	ZNF643	RP11-656D10.1	ENSG00000187801
1211	CLTA	LCA	ENSG00000122705
23086	EXPH5	SLAC2-B,SLAC2B	ENSG00000110723
56101	PCDHGB5	PCDH-GAMMA-B5	
100313869	PIRC78		
6767	ST13	AAG2,FAM10A1,FAM10A4,HIP,HOP,HSPABP,HSPABP1,P48,PRO0786,SNC6	ENSG00000100380
387820	LOC387820		
79283	OR5P1P		
100287525	LOC100287525		
63874	ABHD4	ABH4	ENSG00000100439
54508	FLJ11235		
134510	UBLCP1	CPUB1	ENSG00000164332
100421309	LOC100421309		
100129029	LOC100129029		
55160	ARHGEF10L	GrinchGEF	ENSG00000074964
474279	BW26		
402375	YBX1P6		
100288713	PMS2P10	PMS2L10,PMSR4	
100128592	LOC100128592		
100419853	LOC100419853		
64422	ATG3	APG3,APG3-LIKE,APG3L,PC3-96	ENSG00000144848
51343	FZR1	CDC20C,CDH1,FZR,FZR2,HCDH,HCDH1	ENSG00000105325
9915	ARNT2	bHLHe1	ENSG00000172379
10125	RASGRP1	CALDAG-GEFI,CALDAG-GEFII,RASGRP,V,hRasGRP1	ENSG00000172575
8445	DYRK2		ENSG00000127334
386728	FAM8A10P		
347598	RBMY2DP	RBM,RBMY2	
100507163	LOC100507163		
544420	COPD3		
394217	FGF7P2	FGF7L,PRED3	
196403	DTX3	RNF154	ENSG00000178498
79751	SLC25A22	EIEE3,GC1,NET44	ENSG00000177542
54987	C1orf123		ENSG00000162384
129446	XIRP2	CMYA3	ENSG00000163092
441087	LOC441087		
114795	TMEM132B		ENSG00000139364
449484	DFNB44		
100422961	MIR4315-2		
100996654	LOC100996654		
163786	SASS6	SAS-6,SAS6	ENSG00000156876
60672	MIIP	IIP45	ENSG00000116691
100189523	TRNAL48	TRNAQ49P,TRNAV13	
100379667	NEK2P2		
100271364	RPS18P13	RPS18_8_1634	
127281	FAM213B	C1orf93	ENSG00000157870
402125	LOC402125		
386671	FLJ44715		
284716	RIMKLA	FAM80A,NAAGS,NAAGS-II	ENSG00000177181
7072	TIA1	TIA-1	ENSG00000116001
100533620	LOC100533620		
2933	GSM1	GSP	
391465	LOC391465		
282550	STQTL4		
64839	FBXL17	FBXO13,Fbl17,Fbx13	ENSG00000145743
100189334	TRNAH10		
100189488	TRNAE35P		
10877	CFHR4	CFHL4,FHR-4,FHR4	ENSG00000134365
57552	NCEH1	AADACL1,NCEH	ENSG00000144959
100861540	CYP3A7-CYP3AP1	CYP3A7-3AP1,CYP3A7.1L	
23370	ARHGEF18	P114-RhoGEF	ENSG00000104880,ENSG00000262465
54756	IL17RD	IL-17RD,IL17RLM,SEF	ENSG00000144730
84107	ZIC4		ENSG00000174963
64802	NMNAT1	NMNAT,PNAT1	ENSG00000173614
100421318	GAPDHP53		
153129	SLC38A9		ENSG00000177058
100418981	SNX18P8		
100873382	RNA5SP112	RN5S112	
100270647	LOC100270647		
387363	USP9YP2		
728095	LOC728095		
317778	SYF2P1	CBPINP,SYF2P	
100874010	NLGN1-AS1		
139425	DCAF8L1	WDR42B	ENSG00000226372
100506428	CBR3-AS1	PlncRNA-1	
100128386	LOC100128386		
80789	INTS5	INT5,KIAA1698	ENSG00000185085
9193	SPG9		
23498	HAAO	3-HAO,HAO	ENSG00000162882
84928	TMEM209	NET31	ENSG00000146842
51126	NAA20	NAT3,NAT5,dJ1002M8.1	ENSG00000173418
550624	KTCN4		
388906	LOC388906		
8552	INE1	NCRNA00010	
10634	GAS2L1	GAR22	ENSG00000185340
79088	ZNF426		ENSG00000130818
100418676	LOC100418676		
100652835	RBSG2		
55870	ASH1L	ASH1,ASH1L1,KMT2H	ENSG00000116539
100419525	LOC100419525		
653390	RRN3P2		
100420758	LOC100420758		
5732	PTGER2	EP2	ENSG00000125384
197135	PATL2	Pat1a,hPat1a	ENSG00000229474
79778	MICALL2	JRAB,MICAL-L2	ENSG00000164877
100196915	ALPQTL3		
11344	TWF2	A6RP,A6r,PTK9L	ENSG00000247596
389903	CSAG3	CSAG3A,CT24.2	
56681	SAR1A	SAR1,SARA1,Sara,masra2	ENSG00000079332
9681	DEPDC5	DEP.5	ENSG00000100150
283876	FLJ39639		
158586	ZXDB	ZNF905,dJ83L6.1	ENSG00000198455
100271553	RPS12P28	RPS12_14_1532	
100500883	MIR550B1		
2975	GTF3C1	TFIIIC,TFIIIC220,TFIIICalpha	ENSG00000077235
100500837	MIR3606		
730109	LOC730109		
390098	LOC390098		
100507674	MARK2P9		
100420666	LOC100420666		
100189046	TRNAA7		
255308	LOC255308		
23510	KCTD2		ENSG00000180901
9064	MAP3K6	ASK2,MAPKKK6,MEKK6	ENSG00000142733
133	ADM	AM	ENSG00000148926
100287144	LOC100287144		ENSG00000231396
100132348	LOC100132348		
6623	SNCG	BCSG1,SR	ENSG00000173267
7567	ZNF19	KOX12	ENSG00000157429
51497	TH1L	NELF-C,NELF-D,TH1	ENSG00000101158
54910	SEMA4C	M-SEMA-F,SEMACL1,SEMAF,SEMAI	ENSG00000168758
100421995	LOC100421995		
100873287	RNA5SP48	RN5S48	
4038	LRP4	CLSS,LRP-4,LRP10,MEGF7,SOST2	ENSG00000134569
724026	MIR656	MIRN656,hsa-mir-656	
57799	RAB40C	RARL,RASL8C	ENSG00000197562
29901	SAC3D1	HSU79266,SHD1	ENSG00000168061
221424	LRRC73	C6orf154,dJ337H4.2	ENSG00000204052
618	BCYRN1	BC200,BC200a,LINC00004,NCRNA00004	
100188765	CFTDX		
8843	HCAR3	GPR109B,HCA3,HM74,PUMAG,Puma-g	ENSG00000255398
26762	HAVCR1	HAVCR,HAVCR-1,KIM-1,KIM1,TIM,TIM-1,TIM1,TIMD-1,TIMD1	ENSG00000113249
643784	LOC643784		
544590	AASTH43		
26983	ABCD1P2	bA453N3.6	
27240	SIT1	RP11-331F9.5,SIT,SIT-R	ENSG00000137078
6856	SYPL1	H-SP1,SYPL	ENSG00000008282
653702	RPL7P9	RPL7_3_75	
5758	PTMAP1		
100270883	RPL26P7	RPL26_1_10	
100418804	PHBP8		
150763	GPAT2	CT123	ENSG00000186281
100507218	RNF157-AS1		
115861	NXNL1	RDCVF,TXNL6	ENSG00000171773
257144	GCSAM	GCAT2,GCET2,HGAL	ENSG00000174500
8140	SLC7A5	4F2LC,CD98,D16S469E,E16,LAT1,MPE16,hLAT1	ENSG00000103257
119467	CLRN3	TMEM12,USH3AL1	ENSG00000180745
8790	FPGT	GFPP	ENSG00000254685
100287306	LOC100287306		
51776	ZAK	AZK,MLK7,MLT,MLTK,MRK,mlklak,pk	ENSG00000091436
80183	KIAA0226L	C13orf18	ENSG00000102445
56606	SLC2A9	GLUT9,GLUTX,UAQTL2,URATv1	ENSG00000109667
83851	SYT16	CHR14SYT,SYT14L,Strep14,syt14r,yt14r	ENSG00000139973
158724	FAM47A		ENSG00000185448
100271259	RPS3AP33	RPS3A_14_872	
767583	SNORD114-7	14q(II-7)	
9666	DZIP3	PPP1R66,UURF2,hRUL138	ENSG00000198919
154822	LOC154822		
391081	HSD3BP5		
6535	SLC6A8	CRT,CRTR,CT1	ENSG00000130821
63827	BCAN	BEHAB,CSPG7	ENSG00000132692
392399	LCN9	9230102I19Rik	ENSG00000148386
100313962	RFKP1		
159770	CBX3P1		
407013	MIR24-2	MIRN24-2,miR-24-2,miRNA24-2	
5887	RAD23B	HHR23B,HR23B,P58	ENSG00000119318
100287630	PSAT1P4		
100873276	RNA5SP21	RN5S21	
100874152	LINC00387		
100302251	MIR1264	MIRN1264,hsa-mir-1264	
100129996	LOC100129996		
100129618	LOC100129618		
3051	HBZP1	HBZP	
100422641	LOC100422641		
100506300	LOC100506300		
2067	ERCC1	COFS4,RAD10,UV20	ENSG00000012061
100270861	RPS2P22	RPS2_9_556	
100420253	LOC100420253		
54886	LPPR1	PRG-3	ENSG00000148123
389655	RPL29P19	RPL29_7_901	
285555	STPG2	C4orf37	ENSG00000163116
100847071	MIR5684		
389908	LOC389908		
100873292	RNA5SP54	RN5S54	
100529223	STQTL24		
23255	SOGA2	CCDC165,KIAA0802	ENSG00000168502
55631	LRRC40	dJ677H15.1	ENSG00000066557
79884	MAP9	ASAP	ENSG00000164114
100189328	TRNAL32		
56849	TCEAL7	MPMGp800C04260Q003	ENSG00000182916
100873443	RNA5SP181	RN5S181	
128821	CST9L	CTES7B,bA218C14.1	ENSG00000101435
100131711	LOC100131711		
100418897	NBEAP4		
100500814	MIR3616		
137196	CCDC26	RAM	
22995	CEP152	MCPH4,SCKL5	ENSG00000103995
440295	GOLGA6L9		ENSG00000197978
23480	SEC61G	SSS1	ENSG00000132432
79368	FCRL2	CD307b,FCRH2,IFGP4,IRTA4,SPAP1,SPAP1A,SPAP1B,SPAP1C	ENSG00000132704
285908	LINC00174	NCRNA00174	
100873246	MTND4P25		
8646	CHRD		ENSG00000090539
200159	C1orf100		ENSG00000173728
153918	ZC2HC1B	C6orf94,FAM164B,dJ468K18.5	ENSG00000118491
100188987	TRNAH3		
4671	NAIP	BIRC1,NLRB1,psiNAIP	ENSG00000249437
353142	LCE3A	LEP13	ENSG00000185962
728299	KRTAP19-8		ENSG00000206102
100271389	RPL21P81	RPL21_35_1017	
56165	TDRD1	CT41.1	ENSG00000095627
100419707	LOC100419707		
85302	FBF1	Alb,FBF-1	ENSG00000188878
84514	GHDC	D11LGP1,LGP1	ENSG00000167925
100312846	VN1R100P		
390134	OR4A4P	OR4A4	
91893	FDXACB1		ENSG00000255561
27106	ARRDC2	CLONE24945	ENSG00000105643
100313891	PIRC83		
4912	NTF6G		
22870	PPP6R1	KIAA1115,PP6R1,SAP190,SAPS1	ENSG00000105063
2441	FRA11D		
474263	BW8		
221937	FOXK1	FOXK1L	ENSG00000164916
100131213	ZNF503-AS2	C10orf41,NCRNA00245	
2285	FKBP1AP4	FKBP12,FKBP1P4	
84935	C13orf33	AWMS3,MEDA-4,MEDA4,hAWMS3	ENSG00000102802
6726	SRP9	ALURBP	ENSG00000143742
100419542	LOC100419542		
22915	MMRN1	ECM,EMILIN4,GPIa*,MMRN	ENSG00000138722
9908	G3BP2		ENSG00000138757
493813	HCG13P	dJ193B12.5	
84532	ACSS1	ACAS2L,ACECS1,AceCS2L	ENSG00000154930
100312805	VN1R16P		
100129213	LOC100129213		
387751	GVINP1	GVIN1,GVIN1P,VLIG-1,VLIG1	
1396	CRIP1	CRHP,CRIP,CRP-1,CRP1	ENSG00000213145
100132046	LOC100132046		
387503	HCG4P1	HCGIV-01	
100420644	LOC100420644		
27246	RNF115	BCA2,ZNF364	ENSG00000121848
390483	SALL4P7		
84176	MYH16	MHC20,MYH16P,MYH5	
100302742	RNU6-42		
59286	UBL5	HUB1	ENSG00000198258
84565	LCS1	CHLS,CHSL,LCS	
100271536	RPL7AP56	RPL7A_21_1137	
8090	SPPM	SPMD	
10495	ENOX2	APK1,COVA1,tNOX	ENSG00000165675
100131227	GAFA1		
4102	MAGEA3	CT1.3,HIP8,HYPD,MAGE3,MAGEA6	ENSG00000221867
80341	BPIFB2	BPIL1,C20orf184,LPLUNC2,RYSR,dJ726C3.2	ENSG00000078898
100873472	RNA5SP212	RN5S212	
30851	TAX1BP3	TIP-1	ENSG00000213977
100422858	MIR4285		
139760	GPR119	GPCR2	ENSG00000147262
100271717	LOC100271717		
441459	ANKRD18B	bA255A11.3,bA255A11.5	ENSG00000230453
55650	PIGV	GPI-MT-II,HPMRS1,PIG-V	ENSG00000060642
54511	HMGCLL1	bA418P12.1	ENSG00000146151
81543	LRRC3	C21orf102	ENSG00000160233
340390	KIAA1875		
219731	LOC219731		
7481	WNT11	HWNT11	ENSG00000085741
23169	SLC35D1	UGTREL7	ENSG00000116704
100128713	LOC100128713		
23696	MRX70		
100505738	LOC100505738		
1336	COX5BP7	COX5BL7	
7278	TUBA3C	TUBA2,bA408E5.3	
100996532	LOC100996532		
644934	RPS26P50	RPS26_18_1443	
387977	NOVA1-AS1	C14orf22	
100533896	LOC100533896		
645739	LOC645739		
60529	ALX4	FND2	ENSG00000052850
391001	PRAMEF21		ENSG00000204486
3036	HAS1	HAS	ENSG00000105509
84142	FAM175A	ABRA1,CCDC98	ENSG00000163322
390627	LOC390627		
115908	CTHRC1		ENSG00000164932
7405	UVRAG	DHTX,VPS38,p63	ENSG00000198382
390432	OR4Q2	OR4Q2P	
100302212	MIR1324	MIRN1324,hsa-mir-1324	
100507498	LOC100507498		
3413	IDDM14		
8325	FZD8	FZ-8,hFZ8	ENSG00000177283
22927	HABP4	IHABP4,Ki-1/57,SERBP1L	ENSG00000130956
100422241	LOC100422241		
9990	SLC12A6	ACCPN,KCC3,KCC3A,KCC3B	ENSG00000140199
201283	AMZ2P1		
389840	MAP3K15	ASK3,bA723P2.3	ENSG00000180815
3274	HRH2	H2R	ENSG00000113749
10341	HIST1H2APS5	H2AFFP,pH2A/f	
100289244	LOC100289244		
11320	MGAT4A	GNT-IV,GNT-IVA,GnT-4a	ENSG00000071073
83889	WDR87	NYD-SP11	ENSG00000171804
727980	LOC727980		
574536	DPY19L1P2	THC1072510	
100313852	PIRC26		
5742	PTGS1	COX1,COX3,PCOX1,PES-1,PGG/HS,PGHS-1,PGHS1,PHS1,PTGHS	ENSG00000095303
54934	KANSL2	C12orf41,NSL2	ENSG00000139620
132989	C4orf36		ENSG00000163633
728114	LOC728114		
619518	C1orf191	MST128	
100132619	ATP5A1P10		
3004	GZMM	LMET1,MET1	ENSG00000197540
3676	ITGA4	CD49D,IA4	ENSG00000115232
645204	LOC645204		
100873651	RNA5SP398	RN5S398	
100996807	LOC100996807		
100189502	TRNAR32P		
645412	RPS16P9	RPS16_5_1659	
100130684	LOC100130684		
100128582	SSX10		
130773	RPL23AP37	RPL23A_5_234	
114659	LRRC37B		ENSG00000185158
401475	SRRM1P1	SRRM1L,SRRM1P	
51	ACOX1	ACOX,PALMCOX,SCOX	ENSG00000161533
8505	PARG	PARG99	ENSG00000227345
100189499	TRNAL44P		
100507436	MICA	MIC-A,PERB11.1	ENSG00000204520
390617	LOC390617		
28830	IGLJ4		
100616214	MIR4667		
122631	CEND1P1		
7093	TLL2		ENSG00000095587
574414	PRR9		ENSG00000203783
57762	NS2		
79526	OR4C10P		
29907	SNX15	HSAF001435	ENSG00000110025
388333	SPDYE4		ENSG00000183318
6702	SPRR2C		
366	AQP9	AQP-9,HsT17287,SSC1	ENSG00000103569
100422622	LOC100422622		
79336	OR5AH1P		
92906	HNRPLL	SRRF,hnRNPLL	ENSG00000143889
283475	LOC283475		
3727	JUND	AP-1	ENSG00000130522
10950	BTG3	ANA,TOB5,TOB55,TOFA	ENSG00000154640
401281	FLJ27255		
6196	RPS6KA2	HU-2,MAPKAPK1C,RSK,RSK3,S6K-alpha,S6K-alpha2,p90-RSK3,pp90RSK3	ENSG00000071242
100506874	LOC100506874		
401993	OR2T5	OR1-62	ENSG00000203661
389273	LOC389273		
100874210	ZMYND10-AS1		
55260	TMEM143		ENSG00000161558
440176	RPL12P6	RPL12_12_1352	
100873934	ETV5-AS1		
100128496	C20orf78	dJ1068E13.1	ENSG00000149443
100270873	RPSAP17	RPSA_3_103	
386689	OFD1P5Y	OFD1P5,OFD1PY5,OFDYP5	
6770	STAR	STARD1	ENSG00000147465
