"compound_id","compound_name","gene_names","pubmed_id","ep_action_mode","activity_comment"
"CHEMBL27768","[3H]-PHORBOL 12,13-DIBUTYRATE","PRKCE","24794745","","Active"
"CHEMBL601543","GNF-PF-1947","KDM4E","","","Active"
"CHEMBL78920","L-3,4-DEHYDROPROLINE","HIF1AN","21665470","","Active"
"CHEMBL1726","NISOLDIPINE","CYP3A4","22931300","","Active"
"CHEMBL1256740","L-733060","KCNH2","","","active"
"CHEMBL680","CEFACLOR","GLS","","","active"
"CHEMBL1557","DOPAMINE HYDROCHLORIDE","DRD3","","","active"
"CHEMBL34259","METHOTREXATE","MPHOSPH8","","","Active"
"CHEMBL109480","TANESPIMYCIN","HIF1A","23153200","","Active"
"CHEMBL126077","INDIRUBIN-3-MONOXIME","SMN1, SMN2","","","Active"
"CHEMBL1516890","GW441756X","RPS6KA3","","","active"
"CHEMBL525043","CASEARINONE A","ITGAL","9322361","","Active"
"CHEMBL509032","TAE-684","MET","","","active"
"CHEMBL609438","SJ000044417","NFE2L2","","","active"
"CHEMBL109480","TANESPIMYCIN","MTOR","","","active"
"CHEMBL1256686","CALCIMYCIN","MAPK1","","","Active"
"CHEMBL551842","LOBARIC ACID","SAE1, UBA2","","","Active"
"CHEMBL374478","RIFAMPICIN","CYP1A2","22931300","","Active"
"CHEMBL1369257","PHENYLSTIBONIC ACID","POLK","","","active"
"CHEMBL307145","PYROGALLOL","HPGD","","","Active"
"CHEMBL1200681","MONTELUKAST SODIUM","POLH","","","active"
"CHEMBL1200426","METHIXENE HYDROCHLORIDE","IDH1","","","active"
"CHEMBL454803","4'-O-ACETYLPATENTIFLORIN B","TOP2A","22119124","","Active"
"CHEMBL602969","GNF-PF-5134","BAZ2B","","","Active"
"CHEMBL138921","ARACHIDONOYL DOPAMINE","KAT2A","","","Active"
"CHEMBL297784","SB-206553","CYP1A2","","","Active"
"CHEMBL80155","AG-34","HPGD","","","Active"
"CHEMBL1725279","SP-600125","TAOK1","","","active"
"CHEMBL286204","QUINOLINIC ACID","BAZ2B","","","Active"
"CHEMBL2106571","CLOSTEBOL","AR","","","active"
"CHEMBL550495","METHYLENE BLUE CHLORIDE HYDRATE","RECQL","","","Active"
"CHEMBL196022","GW642125X","YES1","","","active"
"CHEMBL726","FLUPHENAZINE","EHMT2","","","Active"
"CHEMBL1368146","HALAZONE","NFE2L2","","","active"
"CHEMBL428496","WORTMANNIN","PLK2","17135248","","Active"
"CHEMBL444376","CID 1225609","SMN1, SMN2","","","Active"
"CHEMBL1408862","BRONOPOL","VDR","","","active"
"CHEMBL1421","DASATINIB","PKN2","","","active"
"CHEMBL832","SULFINPYRAZONE","CYP3A4","","","Active"
"CHEMBL120563","THIRAM","MDM2","","","Active"
"CHEMBL1498652","DNDI1417080","APAF1","","","active"
"CHEMBL173530","STICTIC ACID","CASP7","","","active"
"CHEMBL599924","GNF-PF-159","PTPN7","","","Active"
"CHEMBL1333512","N,N'-DIPHENYL-P-PHENYLENEDIAMINE","AR","","","active"
"CHEMBL1287980","NSC-720622","WRN","","","active"
"CHEMBL508494","DAPHNORETIN","RAPGEF3","","","active"
"CHEMBL24983","3,4-DICHLOROISOCOUMARIN","RGS4","","","active"
"CHEMBL1375444","AZEPANE","ALDH1A1","","","Active"
"CHEMBL223661","BYROSTATIN 1","RASGRP1","15588099","","Active"
"CHEMBL1235966","SCOULERINE","POLI","","","active"
"CHEMBL505670","NSC-228155","KAT2A","","","Active"
"CHEMBL1565133","SANGUINARINE SULFATE","KDM4A","","","Active"
"CHEMBL2107009","OXAPIUM IODIDE","AR","","","active"
"CHEMBL1256910","TREQUINSIN HYDROCHLORIDE","MAPK1","","","Active"
"CHEMBL2347758","2'H,4H-[2,5'-BICHROMEN]-4-ONE","CYP1B1","23600958","","Active"
"CHEMBL588525","TCMDC-125785","RAB9A","","","Active"
"CHEMBL416288","(S)APOMORPHINE","KDM4E","","","Active"
"CHEMBL124660","TANDUTINIB","NTRK3","","","active"
"CHEMBL210618","JNK INHIBITOR VIII","MAPK1","","","active"
"CHEMBL8327","DEMETHYL-CANTHARIDIN","KDM4E","","","Active"
"CHEMBL253969","OSI-632","PDGFRA","","","active"
"CHEMBL501680","BILIRUBIN","MAPT","","","Active"
"CHEMBL1449007","2-(2'-METHOXYPHENYL)-1H-INDOLE","SMN1, SMN2","","","Active"
"CHEMBL565612","SOTRASTAURIN","PDPK1","","","active"
"CHEMBL1314","TIOPRONIN","ABCC1","21657271","","Active"
"CHEMBL1065","METHYSERGIDE","RGS4","","","active"
"CHEMBL598279","SJ000171111","KCNH2","","","Active"
"CHEMBL567","PERPHENAZINE","CYP2D6","","","Active"
"CHEMBL22","TRIMETHOPRIM","CYP3A4","22931300","","Active"
"CHEMBL34704","U-0126","VDR","","","active"
"CHEMBL609628","MMV007764","KDM4A","","","Active"
"CHEMBL461193","NSC-695801","ATXN2","","","active"
"CHEMBL862","GUANFACINE","EHMT2","","","Active"
"CHEMBL161","CEFTRIAXONE","ABCC3","22166395","","Active"
"CHEMBL591641","SJ000093125","KCNH2","","","Active"
"CHEMBL226345","ADENINE","TARDBP","","","active"
"CHEMBL22077","HYCANTHONE","APEX1","","","Active"
"CHEMBL1577","METHYCLOTHIAZIDE","NFE2L2","","","active"
"CHEMBL1438439","IRIGENOL","KDM4E","","","Active"
"CHEMBL67535","AG-537","APEX1","","","active"
"CHEMBL1981438","CLOFLUCARBAN","PPARD","","","active"
"CHEMBL590186","SJ000147784","KDM4A","","","Active"
"CHEMBL49120","PD-0166285","MAP2K1","","","active"
"CHEMBL288114","GALLIC ACID","KDM4E","","","Active"
"CHEMBL97972","PYRROLNITRIN","AR","","","active"
"CHEMBL279678","S-ETOMIDATE","CYP1A2","","","Active"
"CHEMBL258756","N-(4-CARBOXYMETHENE)PHENYLPYRROLE","EHMT2","","","Active"
"CHEMBL1670","MITOTANE","NFE2L2","","","active"
"CHEMBL304818","DOCEBENONE","AR","","","active"
"CHEMBL243664","ACACETIN","NFKB1, NFKB2, RELA","25190466","","Active"
"CHEMBL258405","ICILLIN","CYP2C19","","","Active"
"CHEMBL1601846","NSC-107022","CASP6","","","active"
"CHEMBL254348","GRAMINE","CYP3A4","","","Active"
"CHEMBL64239","SQ-22536","ARSA","","","active"
"CHEMBL2010872","CEP-11981","JAK2","22148921","","Active"
"CHEMBL295316","PLUMBAGIN","ERBB2","24355130","","Active"
"CHEMBL717","MEDROXYPROGESTERONE ACETATE","NFE2L2","","","active"
"CHEMBL225963","PYRIDABEN","NR2F2","","","active"
"CHEMBL253978","TELENZEPINE","EHMT2","","","Active"
"CHEMBL1256646","FENOLDOPAM BROMIDE","EHMT2","","","Active"
"CHEMBL120806","NSC-83217","HPGD","","","Active"
"CHEMBL1549738","DNDI1417185","GLP1R","","","active"
"CHEMBL253969","OSI-632","PLK4","","","active"
"CHEMBL259084","MLN-8054","LYN","","","active"
"CHEMBL239439","NSC-125034","HPGD","","","Active"
"CHEMBL399121","HESPERETIN","NR1H3","22429094","","Active"
"CHEMBL1522900","MENTHOFURAN","CYP1A2","22931300","","Active"
"CHEMBL592124","SJ000044511","ATAD5","","","Active"
"CHEMBL152028","N- (9-FLUORENYLMETHOXYCARBONYL)-L-LEUCINE","ALDH1A1","","","Active"
"CHEMBL2094549","DNDI1417234","CYP1A2","","","Active"
"CHEMBL220241","GSK-269962A","CDC42BPA","","","active"
"CHEMBL2041933","AZD-7762","YES1","","","active"
"CHEMBL590674","MMV000570","KCNH2","","","Active"
"CHEMBL677","LEVONORDEFRIN","APEX1","","","active"
"CHEMBL2151143","ERUCIN","TRPA1","26263397","","Active"
"CHEMBL679","EPINEPHRINE","DRD1","","","Active"
"CHEMBL491636","BELACTOSIN A","PSMB8","23547757","","Active"
"CHEMBL554041","ALEXIDINE DIHYDROCHLORIDE","TP53","","","Active"
"CHEMBL120563","THIRAM","BBOX1","25266780","","Active"
"CHEMBL1256876","A-77636 HCL","DRD3","","","active"
"CHEMBL1223742","7-O-METHYLCRYPTOCHINONE A","NR1H4","25127166","","Active"
"CHEMBL134752","DIMETHYLPHENYLPIPERAZINIUM","EHMT2","","","Active"
"CHEMBL607308","SJ000217121","KCNH2","","","Active"
"CHEMBL1590","PSEUDOEPHEDRINE","CYP2D6","","","Active"
"CHEMBL191044","BENZOXATHIAN","DRD1","","","Active"
"CHEMBL1488010","HAPLAMINE","NFE2L2","","","Active"
"CHEMBL522892","DOVITINIB","PRKD3","","","active"
"CHEMBL1367746","CLOFENOXYDE","VDR","","","active"
"CHEMBL59","DOPAMINE","RECQL","","","Active"
"CHEMBL260213","CID 670282","SMN1, SMN2","","","Active"
"CHEMBL1980391","RG-1530","PRKCG","","","active"
"CHEMBL575867","4-CHLOROMERCURIBENZOIC ACID","VDR","","","active"
"CHEMBL50","QUERCETIN","ALOX15B","","","Active"
"CHEMBL300389","CGP-60474","CDK5, CDK5R1","","","Active"
"CHEMBL62919","ALTANSERIN","HPGD","","","Active"
"CHEMBL1725279","SP-600125","CSF1R","","","active"
"CHEMBL516616","NSC-119889","HSD17B10","","","Active"
"CHEMBL1554","DACTINOMYCIN","AR","","","active"
"CHEMBL206452","CATECHIN","APEX1","","","Active"
"CHEMBL198666","N-BENZOYLANTHRANILIC ACID","EHMT2","","","Active"
"CHEMBL852","MELPHALAN","EHMT2","","","Active"
"CHEMBL507674","CEFOPERAZONE","ABCC2","22166395","","Active"
"CHEMBL61","PODOFILOX","GMNN","","","active"
"CHEMBL80155","AG-34","CYP1A2","","","Active"
"CHEMBL580381","MMV006937","HSD17B10","","","Active"
"CHEMBL1255944","GUANIDINYL-NALTRINDOLE DI-TRIFLUOROACETATE","KAT2A","","","Active"
"CHEMBL379975","681640","CSNK1A1","","","active"
"CHEMBL92281","FLUACIZINE","AR","","","active"
"CHEMBL587728","GNF-PF-1938","GMNN","","","active"
"CHEMBL1084546","PF-562271","PDPK1","","","active"
"CHEMBL1872845","BIFENAZATE","NFE2L2","","","active"
"CHEMBL98123","PAPAVERINE HYDROCHLORIDE","NFE2L2","","","Active"
"CHEMBL1967878","CENISERTIB","TBK1","","","active"
"CHEMBL11359","CISPLATIN","NFE2L2","","","active"
"CHEMBL1226","AMINODIMETHOXYQUINAZOLINYLPIPERAZINE","RAD54L","","","active"
"CHEMBL549880","O-METHYLCALOTHRIXIN A","TOP1","19203291","","Active"
"CHEMBL521171","NSC-61836","POLK","","","active"
"CHEMBL277535","BIFONAZOLE","KDM4A","","","Active"
"CHEMBL600334","GNF-PF-308","TP53","","","Active"
"CHEMBL584520","GNF-PF-4463","HSD17B10","","","Active"
"CHEMBL284328","HOMIDIUM BROMIDE","AR","","","active"
"CHEMBL578502","SJ000154295","PTBP1","","","Active"
"CHEMBL265502","SURAMIN","POLK","","","active"
"CHEMBL26260","BETA-NAPHTHOFLAVONE","PAX8","","","active"
"CHEMBL1209491","DAPHNORIN","DNMT1","","","active"
"CHEMBL557555","CIPROFIBRATE","PPARA","","","active"
"CHEMBL1568699","CHLOROXURON","NFE2L2","","","active"
"CHEMBL303958","NU-6027","MTOR","","","Active"
"CHEMBL546797","TCMDC-125758","GSK3A","","","active"
"CHEMBL2089002","DEMETHYLWEDELOLACTONE","MMP9","22926226","","Active"
"CHEMBL328710","SU-4312","NPC1","","","Active"
"CHEMBL341898","(R,S)-INDATRALINE","MTOR","","","Active"
"CHEMBL1730","CEFOTAXIME","VDR","","","active"
"CHEMBL1236469","DIOTYROSINE","POLI","","","active"
"CHEMBL66953","PURPUROGALLIN","POLB","","","Active"
"CHEMBL1517738","KOLAVENIC ACID","RAPGEF4","","","active"
"CHEMBL399491","PYRROLIDINE DITHIOCARBAMATE","MTOR","","","Active"
"CHEMBL17201","(E)-DIBENZYLIDENEACETONE","VDR","","","active"
"CHEMBL50894","ALSTERPAULLONE","BLK","","","active"
"CHEMBL1967878","CENISERTIB","IGF1R","","","active"
"CHEMBL586163","TCMDC-125180","GLP1R","","","active"
"CHEMBL1076347","TRICLOCARBAN","SMAD3","","","active"
"CHEMBL61","PODOFILOX","CYP3A4","","","Active"
"CHEMBL1980297","ILORASERTIB","PAK1","","","active"
"CHEMBL8483","N-(3-OXODODECANOYL)HOMOSERINELACTONE","MAPK11, MAPK12, MAPK13, MAPK14","18566250","","Active"
"CHEMBL203135","BERBERRUBINE","RAPGEF4","","","active"
"CHEMBL191003","JNJ-7706621","ROCK2","","","active"
"CHEMBL98","VORINOSTAT","GMNN","","","active"
"CHEMBL1077108","FUROSPONGOLIDE","ARNT","18989978","","Active"
"CHEMBL52","NORDIHYDROGUAIARETIC ACID","ATXN2","","","active"
"CHEMBL74644","NSC-31884","IDH1","","","active"
"CHEMBL1256958","EPINEPHRINE BITARTRATE","ADRB2","","","active"
"CHEMBL194400","HEPTACHLOR","CXCL8","","","active"
"CHEMBL1256364","NSC-139257","THPO","","","Active"
"CHEMBL45068","PHLORETIN","RGS4","","","active"
"CHEMBL1528531","PHOSALONE","AR","","","active"
"CHEMBL2104888","INGLIFORIB","AR","","","active"
"CHEMBL445268","SENNOSIDE B","PIN1","","","active"
"CHEMBL77030","TYRPHOSTIN 47","ALOX15B","","","Active"
"CHEMBL57","NEVIRAPINE","ABCC3","17172311","","Active"
"CHEMBL411085","CID 2093195","NPC1","","","Active"
"CHEMBL514409","HESPERADIN","CLK2","19035792","inhibition","Active"
"CHEMBL1956069","RO-0506220","CDK4","16476733","","Active"
"CHEMBL1834952","ELATOSIDE D","PPARG","21889336","","Active"
"CHEMBL599098","GNF-PF-3641","TARDBP","","","active"
"CHEMBL169046","25-HYDROXYCHOLESTEROL","NPC1","23830695","","Active"
"CHEMBL1980391","RG-1530","FLT3","","","active"
"CHEMBL43185","PIPERINE","AHR","","","active"
"CHEMBL269366","RO-194603","CYP1A2","","","Active"
"CHEMBL1479103","HAEMATOXYLIN","WRN","","","active"
"CHEMBL1421","DASATINIB","ERBB4","","","active"
"CHEMBL1356238","PYRITHIONE","KAT2A","","","Active"
"CHEMBL1256995","CIS-(Z)-FLUPENTHIXOL DIHYDROCHLORIDE","IDH1","","","active"
"CHEMBL258805","INDIRUBIN SULFATE","THPO","","","Active"
"CHEMBL51483","GOSSYPOL","THRB","","","Active"
"CHEMBL509032","TAE-684","GRK5","","","active"
"CHEMBL295316","PLUMBAGIN","HSD17B10","","","Active"
"CHEMBL136344","NSC-638080","APEX1","","","active"
"CHEMBL14762","SELICICLIB","SMN1, SMN2","","","Active"
"CHEMBL81379","RETINAL","PPARD","","","active"
"CHEMBL403741","P-PHENYLENEDIAMINE","MAPT","","","Active"
"CHEMBL112","ACETAMINOPHEN","BRD2","22136404","","Active"
"CHEMBL1539","SULFADOXINE","CYP3A4","22931300","","Active"
"CHEMBL2107233","MIRIPIRIUM CHLORIDE","AR","","","active"
"CHEMBL709","ALFUZOSIN","GAA","","","Active"
"CHEMBL493076","AC-55541","F2RL1","18720984","","Active"
"CHEMBL1997335","DNDI1417467","LRRK2","","","active"
"CHEMBL1336","SORAFENIB","MKNK2","","","active"
"CHEMBL234338","5,6,7,8,4'-PENTAHYDROXYFLAVONE","KDM4A","","","Active"
"CHEMBL220241","GSK-269962A","AURKA","","","active"
"CHEMBL1222317","WIN-55212-2","ALDH1A1","","","Active"
"CHEMBL601192","SJ000079774","ALDH1A1","","","Active"
"CHEMBL529","AZITHROMYCIN","CYP2C19","22931300","","Active"
"CHEMBL428971","RHODAMINE","AR","","","active"
"CHEMBL585502","GNF-PF-4459","WHSC1","","","active"
"CHEMBL539027","FLUNARIZINE DIHYDROCHLORIDE","HIF1A","","","Active"
"CHEMBL1346468","DNDI1417485","BAZ2B","","","Active"
"CHEMBL111654","2-MERCAPTOBENZOTHIAZOLE","KDM4E","","","Active"
"CHEMBL1789985","BRILLIANT GREEN OXALATE","CYP2C19","","","Active"
"CHEMBL250785","CINOBUFAGIN","ATAD5","","","active"
"CHEMBL220241","GSK-269962A","TSSK1B","","","active"
"CHEMBL70501","THUNBERGINOL B","FGF22","","","active"
"CHEMBL1200830","FERROUS SULFATE","CYP2C9","22931300","","Active"
"CHEMBL312448","XYLOMETAZOLINE","CYP2D6","","","Active"
"CHEMBL211670","D-DOPA","POLB","","","Active"
"CHEMBL279564","PYRENE","HSD17B10","","","Active"
"CHEMBL1503","OMEPRAZOLE","HPGD","","","Active"
"CHEMBL514409","HESPERADIN","STK3","19035792","inhibition","Active"
"CHEMBL574738","AST-487","TYRO3","","","active"
"CHEMBL579224","METHYSTICIN","ALDH1A1","","","Active"
"CHEMBL76","CHLOROQUINE","TLR9","19949061","","Active"
"CHEMBL538798","ZM-39923 HCL","VDR","","","active"
"CHEMBL964","DISULFIRAM","ADRB2","","","Active"
"CHEMBL164","MYRICETIN","APEX1","","","active"
"CHEMBL1980391","RG-1530","MAPK9","","","active"
"CHEMBL429095","NSC-95397","ATXN2","","","active"
"CHEMBL287045","SDZ-205557","CYP2D6","","","Active"
"CHEMBL278315","GELDANAMYCIN","HSP90AA1, HSP90AB1","18408713","","Active"
"CHEMBL1385840","ERGOCORNINE","USP1","","","active"
"CHEMBL191334","NUTLIN-3","MDM2","","","Active"
"CHEMBL245019","MIZORIBINE","EHMT2","","","Active"
"CHEMBL486193","RETINYL ACETATE","ALDH1A1","","","Active"
"CHEMBL104270","TOSUFLOXACIN TOSYLATE","NFE2L2","","","active"
"CHEMBL572878","TOZASERTIB","CDK19","","","active"
"CHEMBL1116","RALOXIFENE HYDROCHLORIDE","KDM4A","","","Active"
"CHEMBL66114","RS-39604","CYP3A4","","","Active"
"CHEMBL1725279","SP-600125","CDK5","","","active"
"CHEMBL172064","E324","HSD17B10","","","Active"
"CHEMBL291143","A-77636","KDM4E","","","Active"
"CHEMBL1363033","OSM-S-55","NFE2L2","","","active"
"CHEMBL386630","TESTOSTERONE","CYP2C19","22931300","","Active"
"CHEMBL611941","4'-METHOXY-AURONE","ATAD5","","","Active"
"CHEMBL77966","RETUSIN","ABCG2","23851114","","Active"
"CHEMBL7917","TYRPHOSTIN AG-1478","CYP1A2","","","Active"
"CHEMBL260342","CID 887167","SMN1, SMN2","","","Active"
"CHEMBL546493","TCMDC-123808","SMAD3","","","active"
"CHEMBL477197","HEMATOXYLIN","KDM4E","","","Active"
"CHEMBL68534","AG-808","EHMT2","","","Active"
"CHEMBL514409","HESPERADIN","CSNK2A1","19035792","inhibition","Active"
"CHEMBL600747","GNF-PF-3350","KDM4A","","","Active"
"CHEMBL36506","NOVOBIOCIN","HSP90AA1","21129982","","Active"
"CHEMBL296586","KENPAULLONE","MARK3","","","active"
"CHEMBL513000","EMETINE HYDROCHLORIDE","KMT2A, MEN1","","","Active"
"CHEMBL586937","TCMDC-124317","GMNN","","","active"
"CHEMBL243829","FLAVOKAWAIN A","ABCB1","22112540","","Active"
"CHEMBL445102","L-741626","MTOR","","","Active"
"CHEMBL12131","CLOSANTEL","BAZ2B","","","Active"
"CHEMBL52387","(RS)-ROSCOVITINE","SRPK1","","","active"
"CHEMBL1200471","PYRITHIONE ZINC","ALOX15","","","Active"
"CHEMBL408850","CID 1245272","IDH1","","","active"
"CHEMBL1256845","WIN-62577","ATAD5","","","Active"
"CHEMBL565612","SOTRASTAURIN","PDGFRB","","","active"
"CHEMBL939","GEFITINIB","MAP4K5","","","active"
"CHEMBL295698","KETOCONAZOLE","CYP3A4","22931300","","Active"
"CHEMBL233302","2-(PHENOXYMETHYL)BENZOTHIAZOLE","NPC1","","","Active"
"CHEMBL379300","A-443654","SMAD3","","","active"
"CHEMBL589238","SJ000024553","PAX8","","","active"
"CHEMBL486696","DOMIPHEN BROMIDE","ESR1","","","active"
"CHEMBL1200326","NICARDIPINE HYDROCHLORIDE","EHMT2","","","Active"
"CHEMBL2178596","(-)-GRACILIOETHER B","PPARG","22934537","","Active"
"CHEMBL165","RESVERATROL","NFKB1, NFKB2, RELA","","","Active"
"CHEMBL1505471","LOMOFUNGIN","EHMT2","","","Active"
"CHEMBL1530911","DNDI1417457","ATAD5","","","active"
"CHEMBL30","CIMETIDINE","POLK","","","active"
"CHEMBL477772","PAZOPANIB","KDR","","","active"
"CHEMBL198759","PIFITHRIN-ALPHA","CYP3A4","","","Active"
"CHEMBL1771","CLOPIDOGREL","CYP1A2","","","Active"
"CHEMBL64894","GENTIAN VIOLET","BLM","","","Active"
"CHEMBL846","CALCITRIOL","VDR","24818857","","Active"
"CHEMBL1476898","CADMIUM ACETATE","POLK","","","active"
"CHEMBL833","TICLOPIDINE","CYP3A4","22931300","","Active"
"CHEMBL393136","POMIFERIN","ALOX15","","","Active"
"CHEMBL917","FLOXURIDINE","IDH1","","","active"
"CHEMBL65","CAMPTOTHECIN","TOP1","23202849","","Active"
"CHEMBL710","FINASTERIDE","CYP2C19","22931300","","Active"
"CHEMBL1200901","HALOFANTRINE HYDROCHLORIDE","HSP90AA1","","","active"
"CHEMBL317364","MMV006087","KCNH2","","","Active"
"CHEMBL190279","ALFAXALONE","AR","","","active"
"CHEMBL1740","RACEPINEPHRINE","MAPT","","","Active"
"CHEMBL365617","VER-49009","ROCK2","","","active"
"CHEMBL1479","DANAZOL","CYP3A4","22931300","","Active"
"CHEMBL591126","SJ000029642","KDM4A","","","Active"
"CHEMBL472437","KAMEBANIN","PAX8","","","active"
"CHEMBL1393947","PIPENZOLATE","CYP2D6","","","Active"
"CHEMBL1892429","FLUORODIFEN","PPARG","","","active"
"CHEMBL150","KAEMPFEROL","RACGAP1","","","active"
"CHEMBL484662","5,4'-DIHYDROXYFLAVONE","CYP3A4","","","Active"
"CHEMBL258756","N-(4-CARBOXYMETHENE)PHENYLPYRROLE","KDM4A","","","Active"
"CHEMBL273862","HYDROXYCAMPTOTHECIN","CYP3A4","","","Active"
"CHEMBL469424","ASTERRIC ACID","FEN1","","","active"
"CHEMBL465843","PIPLARTINE","MITF","","","Active"
"CHEMBL27","PROPRANOLOL","ADRB1","2903243","","Active"
"CHEMBL1287980","NSC-720622","CBX1","","","active"
"CHEMBL118417","2-BROMO-HEXADECANOIC ACID","RXRA","","","active"
"CHEMBL54440","MEVASTATIN","AR","","","active"
"CHEMBL10316","IDAZOXAN","NFE2L2","","","active"
"CHEMBL505670","NSC-228155","ALDH1A1","","","Active"
"CHEMBL58","MITOXANTRONE","FEN1","","","active"
"CHEMBL1213646","CALCDPWW","SNCA","19597508","","Active"
"CHEMBL1351908","2-(4-ISOPROPYLPHENYL)BENZOTHIAZOLE","PAX8","","","active"
"CHEMBL1887067","NALED","NFE2L2","","","active"
"CHEMBL963","OXYMORPHONE","NR1I3","23439660","","Active"
"CHEMBL22870","L-732138","CYP2C9","","","Active"
"CHEMBL51483","GOSSYPOL","CYP3A4","","","Active"
"CHEMBL11458","P-1075","CYP3A4","","","Active"
"CHEMBL1161","MOMETASONE FUROATE","IDH1","","","active"
"CHEMBL24510","FUSARIC ACID","EHMT2","","","Active"
"CHEMBL1725279","SP-600125","CDC7","","","active"
"CHEMBL1200981","EPIRUBICIN HYDROCHLORIDE","SMAD3","","","active"
"CHEMBL1373","MODAFINIL","CYP2C9","22931300","","Active"
"CHEMBL1084546","PF-562271","FGFR1","","","active"
"CHEMBL233194","LASSBIO-294","RAB9A","","","Active"
"CHEMBL307893","5,7,3',5'-TETRAHYDROXYFLAVANONE","APEX1","","","active"
"CHEMBL285932","AM-251","CYP2C9","","","Active"
"CHEMBL899","LANSOPRAZOLE SULFIDE","CYP3A4","","","Active"
"CHEMBL1200901","HALOFANTRINE HYDROCHLORIDE","CYP2D6","","","Active"
"CHEMBL1458880","CADMIUM DICHLORIDE","ESR1","","","active"
"CHEMBL165","RESVERATROL","CYP3A4","","","Active"
"CHEMBL139877","SULFACARBAMIDE","AR","","","active"
"CHEMBL1325961","IODOPHTHALEIN","POLK","","","active"
"CHEMBL1593867","HARMINE HYDROCHLORIDE","RAD54L","","","active"
"CHEMBL1315166","H-89 CHLORIDE","KCNH2","","","active"
"CHEMBL427058","GSK-466317A","YES1","","","active"
"CHEMBL304818","DOCEBENONE","VDR","","","active"
"CHEMBL501867","VINCRISTINE SULFATE","NR0B1","","","active"
"CHEMBL431733","CF102","ADORA3","19879151","","Active"
"CHEMBL11","IMIPRAMINE","CYP2D6","22931300","","Active"
"CHEMBL1200732","AMCINONIDE","AR","","","active"
"CHEMBL483847","GNF-2","ABL1","16415863","","Active"
"CHEMBL62136","T091317","NFE2L2","","","active"
"CHEMBL596633","GNF-PF-4029","RAD54L","","","active"
"CHEMBL49120","PD-0166285","MAPK8","","","active"
"CHEMBL1201288","DANTROLENE","MAPT","","","Active"
"CHEMBL408513","BELINOSTAT","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9","25937017","","Active"
"CHEMBL1201011","QUINAPRIL HYDROCHLORIDE","JUN","","","active"
"CHEMBL86304","MOCLOBEMIDE","MAOA","21680183","","Active"
"CHEMBL601311","SJ000260249","SMAD3","","","active"
"CHEMBL234338","5,6,7,8,4'-PENTAHYDROXYFLAVONE","MAPT","","","Active"
"CHEMBL36591","ALAPROCLATE","CYP3A4","","","Active"
"CHEMBL1725279","SP-600125","PIM2","","","active"
"CHEMBL605003","SU-6656","SMN1, SMN2","","","Active"
"CHEMBL522892","DOVITINIB","SLK","","","active"
"CHEMBL225072","PEMETREXED","SLC46A1","21879757","","Active"
"CHEMBL531","PERGOLIDE","CYP3A4","","","Active"
"CHEMBL1341830","DNDI1417309","GMNN","","","active"
"CHEMBL75967","PENTACHLOROPHENOL","KDM4A","","","Active"
"CHEMBL15780","PHENOXYCARB","AR","","","active"
"CHEMBL6206","BROMOENOL LACTONE","ALDH1A1","","","Active"
"CHEMBL475251","TAMATINIB","MAPK13","","","active"
"CHEMBL454173","ZEARALENONE","ALDH1A1","","","Active"
"CHEMBL576409","GNF-PF-1919","WRN","","","active"
"CHEMBL555017","GAMBOGIC ACID","MDM2","","","Active"
"CHEMBL7568","QUINACRINE","POLI","","","active"
"CHEMBL1997335","DNDI1417467","NEK2","","","active"
"CHEMBL514409","HESPERADIN","MUSK","19035792","inhibition","Active"
"CHEMBL62136","T091317","NR1H2","18800767","","Active"
"CHEMBL1568","FLUDARABINE","NFE2L2","","","active"
"CHEMBL1801204","AZD-8055","FKBP1A, MTOR","23375793","","Active"
"CHEMBL1725279","SP-600125","CLK2","23634759","","Active"
"CHEMBL579837","GNF-PF-1295","BAZ2B","","","Active"
"CHEMBL1448292","N-(PHENETHYLCARBAMOTHIOYL)BENZAMIDE","ALDH1A1","","","Active"
"CHEMBL27","PROPRANOLOL","CYP1A2","22931300","","Active"
"CHEMBL1451216","NSC-9037","BAZ2B","","","Active"
"CHEMBL482967","CYC-116","FGFR3","","","active"
"CHEMBL1505471","LOMOFUNGIN","PLK1","","","active"
"CHEMBL546797","TCMDC-125758","IGF1R","","","active"
"CHEMBL475251","TAMATINIB","MARK4","","","active"
"CHEMBL1200681","MONTELUKAST SODIUM","KDM4A","","","Active"
"CHEMBL230156","(2-NITROVINYL)BENZENE","AR","","","active"
"CHEMBL590691","SJ000024939","GMNN","","","active"
"CHEMBL220241","GSK-269962A","PRKG1","","","active"
"CHEMBL1201091","TERAZOSIN HYDROCHLORIDE HYDRATE","GAA","","","Active"
"CHEMBL6","INDOMETHACIN","ABCC1","20455578","","Active"
"CHEMBL585656","GNF-PF-4300","BAZ2B","","","Active"
"CHEMBL363648","TAK-715","CSNK1G3","","","active"
"CHEMBL1417019","MITOXANTRONE DIHYDROCHLORIDE","NPSR1","","","Active"
"CHEMBL417799","SANGUINARIUM","NFKB1","","","Active"
"CHEMBL553751","SALSOLINOL HYDROBROMIDE","KDM4A","","","Active"
"CHEMBL20562","ZAPA","EHMT2","","","Active"
