ensembl_id	ensembl_gene_symbol	ensembl_gene_biotype
ENSG00000221580	AC116553.1	MIRNA
ENSG00000182459	TEX19	PROTEIN_CODING
ENSG00000147383	NSDHL	PROTEIN_CODING
ENSG00000258560	CTD-2376I20.1	ANTISENSE
ENSG00000212550	U1	SNRNA
ENSG00000236669	AC006372.1	PROTEIN_CODING
ENSG00000163389	POGLUT1	PROTEIN_CODING
ENSG00000261435	MIR1587	LINCRNA
ENSG00000207954	MIR138-1	MIRNA
ENSG00000228825	LAMTOR3P1	PSEUDOGENE
ENSG00000262247	U6	SNRNA
ENSG00000261823	RP11-48G14.1	LINCRNA
ENSG00000224319	OR2H2	PROTEIN_CODING
ENSG00000221754	MIR1260A	MIRNA
ENSG00000249435	CTD-2224J9.7	PSEUDOGENE
ENSG00000183878	UTY	PROTEIN_CODING
ENSG00000239862	IGKV1-37	IG_V_GENE
ENSG00000181274	FRAT2	PROTEIN_CODING
ENSG00000154719	MRPL39	PROTEIN_CODING
ENSG00000235259	TRIM15	PROTEIN_CODING
ENSG00000255582	OR10G2	PROTEIN_CODING
ENSG00000250938	RP11-679C8.2	PROCESSED_TRANSCRIPT
ENSG00000151164	RAD9B	PROTEIN_CODING
ENSG00000184033	CTAG1B	PROTEIN_CODING
ENSG00000258960	CTD-2014B16.2	PSEUDOGENE
ENSG00000163867	ZMYM6	PROTEIN_CODING
ENSG00000144730	IL17RD	PROTEIN_CODING
ENSG00000230393	AC092667.2	ANTISENSE
ENSG00000260529	RP11-439L8.4	LINCRNA
ENSG00000226220	AC004987.8	PSEUDOGENE
ENSG00000265831	MIR3123	MIRNA
ENSG00000214659	KRT8P26	PSEUDOGENE
ENSG00000226153	RP3-389A20.5	PSEUDOGENE
ENSG00000246100	CTC-774J1.2	LINCRNA
ENSG00000229645	LINC00341	LINCRNA
ENSG00000264716	AC106827.2	MIRNA
ENSG00000266310	AC106899.1	MIRNA
ENSG00000250791	RP11-55L3.1	LINCRNA
ENSG00000248351	HSPD1P18	PSEUDOGENE
ENSG00000260399	RP11-529J17.5	PSEUDOGENE
ENSG00000186907	RTN4RL2	PROTEIN_CODING
ENSG00000249412	CTC-563A5.2	ANTISENSE
ENSG00000230981	AC006035.1	PSEUDOGENE
ENSG00000136146	MED4	PROTEIN_CODING
ENSG00000234241	RP4-775C13.1	PSEUDOGENE
ENSG00000223772	GEMIN8P3	PSEUDOGENE
ENSG00000169876	MUC17	PROTEIN_CODING
ENSG00000221189	AC108211.1	MIRNA
ENSG00000105607	GCDH	PROTEIN_CODING
ENSG00000213859	KCTD11	PROTEIN_CODING
ENSG00000196119	OR8A1	PROTEIN_CODING
ENSG00000240121	RP11-237N19.1	PSEUDOGENE
ENSG00000137547	MRPL15	PROTEIN_CODING
ENSG00000264522	AC244033.2	PROTEIN_CODING
ENSG00000215515	IFIT1P1	PSEUDOGENE
ENSG00000136758	YME1L1	PROTEIN_CODING
ENSG00000244239	AC007009.1	LINCRNA
ENSG00000226885	KB-1183D5.9	PSEUDOGENE
ENSG00000211939	IGHV1-8	IG_V_GENE
ENSG00000177151	OR2T35	PROTEIN_CODING
ENSG00000201439	U4	SNRNA
ENSG00000256100	AP000721.4	PROCESSED_TRANSCRIPT
ENSG00000101825	MXRA5	PROTEIN_CODING
ENSG00000251143	RP11-849H4.4	ANTISENSE
ENSG00000224523	RP13-52K8.1	PSEUDOGENE
ENSG00000221963	APOL6	PROTEIN_CODING
ENSG00000213046	EEF1A1P32	PSEUDOGENE
ENSG00000226823	SUGT1P	PSEUDOGENE
ENSG00000256452	RP11-667M19.10	ANTISENSE
ENSG00000262897	KIR3DL2	PROTEIN_CODING
ENSG00000214891	TRIM64C	PROTEIN_CODING
ENSG00000201096	RN5S387	RRNA
ENSG00000248126	CTD-2012J19.2	PSEUDOGENE
ENSG00000149823	C11ORF2	PROTEIN_CODING
ENSG00000207053	U6	SNRNA
ENSG00000134827	TCN1	PROTEIN_CODING
ENSG00000136404	TM6SF1	PROTEIN_CODING
ENSG00000163605	PPP4R2	PROTEIN_CODING
ENSG00000249751	ECSCR	PROTEIN_CODING
ENSG00000262653	RP4-809F18.1	LINCRNA
ENSG00000234325	AC024168.1	PSEUDOGENE
ENSG00000244521	METAZOA_SRP	MISC_RNA
ENSG00000258381	RP11-737F10.1	PSEUDOGENE
ENSG00000228340	RP5-1043L13.1	LINCRNA
ENSG00000260304	RP11-388M20.6	ANTISENSE
ENSG00000259514	RP11-685G9.2	ANTISENSE
ENSG00000212145	U8	SNORNA
ENSG00000163785	RYK	PROTEIN_CODING
ENSG00000240038	AMY2B	PROTEIN_CODING
ENSG00000264681	AL445665.2	MIRNA
ENSG00000235001	EIF4A1P2	PSEUDOGENE
ENSG00000255787	Z83848.1	PSEUDOGENE
ENSG00000266670	METAZOA_SRP	MISC_RNA
ENSG00000125878	TCF15	PROTEIN_CODING
ENSG00000228075	BOD1L2	PROTEIN_CODING
ENSG00000260267	RP11-452L6.5	ANTISENSE
ENSG00000164175	SLC45A2	PROTEIN_CODING
ENSG00000232462	RP11-13E1.5	SENSE_INTRONIC
ENSG00000200703	U6	SNRNA
ENSG00000163518	FCRL4	PROTEIN_CODING
ENSG00000223729	RP11-145E17.2	LINCRNA
ENSG00000261827	RP11-340F14.5	PROCESSED_TRANSCRIPT
ENSG00000215328	HSPA1A	PROTEIN_CODING
ENSG00000225205	AC093818.1	ANTISENSE
ENSG00000207434	U6	SNRNA
ENSG00000181264	TMEM136	PROTEIN_CODING
ENSG00000185700	TTTY8B	LINCRNA
ENSG00000263397	MIR5196	MIRNA
ENSG00000247151	RP11-348A11.4	ANTISENSE
ENSG00000260484	RP11-1081M5.2	LINCRNA
ENSG00000241624	RP4-697K14.12	PROCESSED_TRANSCRIPT
ENSG00000105141	CASP14	PROTEIN_CODING
ENSG00000149260	CAPN5	PROTEIN_CODING
ENSG00000058729	RIOK2	PROTEIN_CODING
ENSG00000142513	ACPT	PROTEIN_CODING
ENSG00000238431	U7	SNRNA
ENSG00000253929	RP11-382A18.2	LINCRNA
ENSG00000200924	U6	SNRNA
ENSG00000262547	AC012314.6	ANTISENSE
ENSG00000254153	CTA-398F10.2	LINCRNA
ENSG00000225904	MORF4L1P7	PSEUDOGENE
ENSG00000252166	U1	SNRNA
ENSG00000261834	RP11-989E6.4	PSEUDOGENE
ENSG00000166220	TBATA	PROTEIN_CODING
ENSG00000139574	NPFF	PROTEIN_CODING
ENSG00000255128	HSPD1P3	PSEUDOGENE
ENSG00000196378	ZNF34	PROTEIN_CODING
ENSG00000260302	RP11-973H7.1	LINCRNA
ENSG00000175344	CHRNA7	PROTEIN_CODING
ENSG00000229684	TUBB	PROTEIN_CODING
ENSG00000218739	AC007390.5	PROTEIN_CODING
ENSG00000206168	Z69890.1	PSEUDOGENE
ENSG00000250344	RP11-647P12.1	LINCRNA
ENSG00000224884	AC034187.2	LINCRNA
ENSG00000254284	IGHV3-79	IG_V_PSEUDOGENE
ENSG00000264115	HSA-MIR-3180-4	MIRNA
ENSG00000078674	PCM1	PROTEIN_CODING
ENSG00000240201	RP11-269C4.1	PSEUDOGENE
ENSG00000234256	RP11-399O19.6	PSEUDOGENE
ENSG00000229423	RPL27AP8	PSEUDOGENE
ENSG00000232325	AC093627.7	LINCRNA
ENSG00000135390	ATP5G2	PROTEIN_CODING
ENSG00000257679	AC021146.1	PROTEIN_CODING
ENSG00000184995	IFNE	PROTEIN_CODING
ENSG00000182950	ODF3L1	PROTEIN_CODING
ENSG00000095539	SEMA4G	PROTEIN_CODING
ENSG00000077458	FAM76B	PROTEIN_CODING
ENSG00000154429	CCSAP	PROTEIN_CODING
ENSG00000166889	PATL1	PROTEIN_CODING
ENSG00000229212	RP11-561C5.4	PSEUDOGENE
ENSG00000239137	SNOU13	SNORNA
ENSG00000261083	RP11-93I21.3	LINCRNA
ENSG00000199673	SNORD16	SNORNA
ENSG00000188641	DPYD	PROTEIN_CODING
ENSG00000254562	RP11-64I17.1	LINCRNA
ENSG00000252045	SNORA33	SNORNA
ENSG00000226009	RP11-190J1.10	ANTISENSE
ENSG00000259962	RP11-44F14.4	PSEUDOGENE
ENSG00000238197	GCFC1-AS1	LINCRNA
ENSG00000117360	PRPF3	PROTEIN_CODING
ENSG00000120251	GRIA2	PROTEIN_CODING
ENSG00000155393	HEATR3	PROTEIN_CODING
ENSG00000266452	METAZOA_SRP	MISC_RNA
ENSG00000266387	AC016178.2	MIRNA
ENSG00000100344	PNPLA3	PROTEIN_CODING
ENSG00000259414	HERC2P7	PSEUDOGENE
ENSG00000262103	TAS2R14	PROTEIN_CODING
ENSG00000261366	RP13-44L19.2	ANTISENSE
ENSG00000185112	FAM43A	PROTEIN_CODING
ENSG00000229161	TCP1P1	PSEUDOGENE
ENSG00000165887	ANKRD2	PROTEIN_CODING
ENSG00000261401	RP11-578F21.3	PSEUDOGENE
ENSG00000226904	RP11-561O23.8	ANTISENSE
ENSG00000225959	MTND4P3	PSEUDOGENE
ENSG00000225536	RP6-145B8.3	PSEUDOGENE
ENSG00000222346	RN5S237	RRNA
ENSG00000250699	AP000892.4	ANTISENSE
ENSG00000235125	NFKBIL1	PROTEIN_CODING
ENSG00000262839	RP11-297D21.3	LINCRNA
ENSG00000109536	FRG1	PROTEIN_CODING
ENSG00000139985	ADAM21	PROTEIN_CODING
ENSG00000262324	TAS2R68P	PSEUDOGENE
ENSG00000171014	OR4D5	PROTEIN_CODING
ENSG00000227953	RP11-439E19.3	PROCESSED_TRANSCRIPT
ENSG00000225084	AL450226.2	ANTISENSE
ENSG00000263425	AC131011.1	MIRNA
ENSG00000198198	SZT2	PROTEIN_CODING
ENSG00000169629	RGPD8	PROTEIN_CODING
ENSG00000225525	RP11-236B18.3	LINCRNA
ENSG00000105198	LGALS13	PROTEIN_CODING
ENSG00000264414	RP11-458I7.4	PROCESSED_TRANSCRIPT
ENSG00000261377	RP11-578F21.12	PSEUDOGENE
ENSG00000228674	AC011483.1	PSEUDOGENE
ENSG00000132676	DAP3	PROTEIN_CODING
ENSG00000135312	HTR1B	PROTEIN_CODING
ENSG00000266503	METAZOA_SRP	MISC_RNA
ENSG00000129625	REEP5	PROTEIN_CODING
ENSG00000225732	TRIM31-AS1	PROCESSED_TRANSCRIPT
ENSG00000183888	C1ORF64	PROTEIN_CODING
ENSG00000260056	RP11-429J17.5	ANTISENSE
ENSG00000121766	ZCCHC17	PROTEIN_CODING
ENSG00000266204	MIR5589	MIRNA
ENSG00000200480	SNORD114-28	SNORNA
ENSG00000243929	RP11-61F5.1	PSEUDOGENE
ENSG00000221395	AC099506.1	MIRNA
ENSG00000130643	CALY	PROTEIN_CODING
ENSG00000266254	AC093874.1	MIRNA
ENSG00000227214	HCG15	ANTISENSE
ENSG00000250415	CTC-461F20.1	ANTISENSE
ENSG00000263507	AL603650.1	MIRNA
ENSG00000264864	MIR3613	MIRNA
ENSG00000211791	TRAV13-2	TR_V_GENE
ENSG00000248139	CUL4AP1	PSEUDOGENE
ENSG00000258706	RP11-1360M22.1	PSEUDOGENE
ENSG00000236467	RP11-443A13.2	ANTISENSE
ENSG00000231556	RSL24D1P3	PSEUDOGENE
ENSG00000123349	PFDN5	PROTEIN_CODING
ENSG00000256825	CTD-2140B24.4	PROTEIN_CODING
ENSG00000212432	SNORA75	SNORNA
ENSG00000070808	CAMK2A	PROTEIN_CODING
ENSG00000260759	RP11-677O4.2	LINCRNA
ENSG00000236434	RP11-296A18.6	ANTISENSE
ENSG00000220891	LL22NC03-63E9.3	PROTEIN_CODING
ENSG00000172799	ZBTB8OSP2	PSEUDOGENE
ENSG00000227352	ARHGEF7-AS1	ANTISENSE
ENSG00000255245	RP11-728F11.6	PROTEIN_CODING
ENSG00000241353	PPP1R2P4	PSEUDOGENE
ENSG00000223741	PSMD4P1	PSEUDOGENE
ENSG00000150275	PCDH15	PROTEIN_CODING
ENSG00000262074	SNORD3B-2	LINCRNA
ENSG00000231060	RP11-20E23.2	PSEUDOGENE
ENSG00000169826	CSGALNACT2	PROTEIN_CODING
ENSG00000230295	RP11-458F8.2	PSEUDOGENE
ENSG00000232032	AC079781.7	PSEUDOGENE
ENSG00000253581	CTD-2272D18.2	PSEUDOGENE
ENSG00000220643	RP3-391O22.1	PSEUDOGENE
ENSG00000244009	RP11-227J5.3	PSEUDOGENE
ENSG00000124171	PARD6B	PROTEIN_CODING
ENSG00000147003	TMEM27	PROTEIN_CODING
ENSG00000205791	LOH12CR2	PROTEIN_CODING
ENSG00000224975	INE1	PROTEIN_CODING
ENSG00000260445	CTD-3244O18.5	PSEUDOGENE
ENSG00000258636	CTD-2298J14.2	LINCRNA
ENSG00000215004	MESTP4	PSEUDOGENE
ENSG00000201684	7SK	MISC_RNA
ENSG00000166183	ASPG	PROTEIN_CODING
ENSG00000162951	LRRTM1	PROTEIN_CODING
ENSG00000204221	WDR46	PROTEIN_CODING
ENSG00000259601	RP11-568G20.2	PSEUDOGENE
ENSG00000212257	U6	SNRNA
ENSG00000250772	RP11-236P13.1	LINCRNA
ENSG00000180929	GPR62	PROTEIN_CODING
ENSG00000237257	MTND2P8	PSEUDOGENE
ENSG00000207586	MIR135A2	MIRNA
ENSG00000226633	PPIAP28	PSEUDOGENE
ENSG00000161958	FGF11	PROTEIN_CODING
ENSG00000213976	AC010615.1	PSEUDOGENE
ENSG00000221783	MIR1183	MIRNA
ENSG00000253300	RP11-108E14.1	LINCRNA
ENSG00000223249	Y_RNA	MISC_RNA
ENSG00000228776	RP11-319C21.1	PSEUDOGENE
ENSG00000258749	RP11-688G15.3	ANTISENSE
ENSG00000266434	RP5-998N21.8	PSEUDOGENE
ENSG00000100181	TPTEP1	LINCRNA
ENSG00000261220	RP11-629O1.2	ANTISENSE
ENSG00000206671	U6	SNRNA
ENSG00000228999	AC068490.1	LINCRNA
ENSG00000226834	XXBAC-BPG248L24.10	PSEUDOGENE
ENSG00000265838	U1	SNRNA
ENSG00000250024	RP11-818C3.1	LINCRNA
ENSG00000266386	RP11-196G18.3	ANTISENSE
ENSG00000229271	AC091493.2	PROCESSED_TRANSCRIPT
ENSG00000227420	MRPS18B	PROTEIN_CODING
ENSG00000162062	C16ORF59	PROTEIN_CODING
ENSG00000259268	AC007950.1	PROCESSED_TRANSCRIPT
ENSG00000204370	SDHD	PROTEIN_CODING
ENSG00000248874	C5ORF17	PROTEIN_CODING
ENSG00000142864	SERBP1	PROTEIN_CODING
ENSG00000231257	ATAT1	PROTEIN_CODING
ENSG00000252150	AC092574.2	MIRNA
ENSG00000131374	TBC1D5	PROTEIN_CODING
ENSG00000103056	SMPD3	PROTEIN_CODING
ENSG00000264312	METAZOA_SRP	MISC_RNA
ENSG00000129315	CCNT1	PROTEIN_CODING
ENSG00000204033	LRIT2	PROTEIN_CODING
ENSG00000236774	RP11-381O7.5	PSEUDOGENE
ENSG00000212495	U6	SNRNA
ENSG00000253949	RP11-790J24.1	LINCRNA
ENSG00000124508	BTN2A2	PROTEIN_CODING
ENSG00000234095	HLA-N	PSEUDOGENE
ENSG00000234972	TBC1D3C	PROTEIN_CODING
ENSG00000259434	RP11-720L8.1	PROCESSED_TRANSCRIPT
ENSG00000248676	RP11-766F14.1	ANTISENSE
ENSG00000135636	DYSF	PROTEIN_CODING
ENSG00000244002	RP11-162K6.1	PSEUDOGENE
ENSG00000256708	RP11-444B24.2	PSEUDOGENE
ENSG00000227472	TRIM10	PROTEIN_CODING
ENSG00000259410	RP11-34F13.3	PROCESSED_TRANSCRIPT
ENSG00000152133	CCDC75	PROTEIN_CODING
ENSG00000146063	TRIM41	PROTEIN_CODING
ENSG00000248648	RP11-485M7.1	PSEUDOGENE
ENSG00000262717	NCR1	PROTEIN_CODING
ENSG00000212360	U6	SNRNA
ENSG00000236191	RPS15AP25	PSEUDOGENE
ENSG00000218728	RP5-1032F13.1	PSEUDOGENE
ENSG00000226025	AC093063.1	LINCRNA
ENSG00000266840	RP11-543H23.2	ANTISENSE
ENSG00000142623	PADI1	PROTEIN_CODING
ENSG00000238562	U7	SNRNA
ENSG00000237984	PTENP1	PSEUDOGENE
ENSG00000262047	U6	SNRNA
ENSG00000259958	KAT2A	PROTEIN_CODING
ENSG00000203635	AC144450.2	LINCRNA
ENSG00000101624	CEP76	PROTEIN_CODING
ENSG00000168291	PDHB	PROTEIN_CODING
ENSG00000164897	TMUB1	PROTEIN_CODING
ENSG00000221750	SNORA11	SNORNA
ENSG00000249177	MTND4P29	PSEUDOGENE
ENSG00000252360	7SK	MISC_RNA
ENSG00000207964	MIR628	MIRNA
ENSG00000227303	GS1-256O22.5	PROCESSED_TRANSCRIPT
ENSG00000164129	NPY5R	PROTEIN_CODING
ENSG00000203436	AC109925.1	PSEUDOGENE
ENSG00000188064	WNT7B	PROTEIN_CODING
ENSG00000258182	CR759848.2	PROTEIN_CODING
ENSG00000199051	MIR361	MIRNA
ENSG00000264002	METAZOA_SRP	MISC_RNA
ENSG00000207024	Y_RNA	MISC_RNA
ENSG00000215549	AL138815.1	PROTEIN_CODING
ENSG00000206700	U6	SNRNA
ENSG00000260168	TRBV1	TR_V_PSEUDOGENE
ENSG00000103426	CORO7	PROTEIN_CODING
ENSG00000224971	SUMO2P3	PSEUDOGENE
ENSG00000232502	AC073464.7	PSEUDOGENE
ENSG00000211698	TRGV4	TR_V_GENE
ENSG00000257681	RP11-341G23.4	ANTISENSE
ENSG00000262029	CCL26	PROTEIN_CODING
ENSG00000255496	RP11-587D21.4	PROCESSED_TRANSCRIPT
ENSG00000185186	LINC00313	LINCRNA
ENSG00000200693	U3	SNORNA
ENSG00000178021	TSPYL6	PROTEIN_CODING
ENSG00000214780	AP002380.1	PROTEIN_CODING
ENSG00000222783	7SK	MISC_RNA
ENSG00000231376	HMGN2P16	PSEUDOGENE
ENSG00000083750	RRAGB	PROTEIN_CODING
ENSG00000253057	7SK	MISC_RNA
ENSG00000198054	DSCR8	PROTEIN_CODING
ENSG00000066557	LRRC40	PROTEIN_CODING
ENSG00000256341	RP11-21A7A.3	ANTISENSE
ENSG00000206190	ATP10A	PROTEIN_CODING
ENSG00000255481	RP11-290F24.4	PSEUDOGENE
ENSG00000182645	CCDC172	PROTEIN_CODING
ENSG00000225812	RP11-157L3.3	PSEUDOGENE
ENSG00000261986	KRT33A	PROTEIN_CODING
ENSG00000126218	F10	PROTEIN_CODING
ENSG00000223663	RP5-890O3.3	PSEUDOGENE
ENSG00000169857	AVEN	PROTEIN_CODING
ENSG00000227769	AC072062.3	PROCESSED_TRANSCRIPT
ENSG00000234919	AC064834.3	LINCRNA
ENSG00000266488	AC090958.1	PSEUDOGENE
ENSG00000213228	RP11-371B4.2	PSEUDOGENE
ENSG00000164099	PRSS12	PROTEIN_CODING
ENSG00000257037	RP13-200J3.2	PSEUDOGENE
ENSG00000170485	NPAS2	PROTEIN_CODING
ENSG00000205662	RP11-706O15.7	LINCRNA
ENSG00000213866	YBX1P10	PSEUDOGENE
ENSG00000236690	AC007274.5	PSEUDOGENE
ENSG00000182795	C1ORF116	PROTEIN_CODING
ENSG00000197092	GOLGA6L16P	PSEUDOGENE
ENSG00000185442	FAM174B	PROTEIN_CODING
ENSG00000248685	RP11-548L20.1	LINCRNA
ENSG00000232753	RP11-347K2.1	LINCRNA
ENSG00000255945	RP11-351O2.1	LINCRNA
ENSG00000253431	RP11-442A17.2	PSEUDOGENE
ENSG00000189326	SPANXN4	PROTEIN_CODING
ENSG00000254273	RP11-181D18.4	PSEUDOGENE
ENSG00000065057	NTHL1	PROTEIN_CODING
ENSG00000189042	ZNF567	PROTEIN_CODING
ENSG00000264491	RP11-349A8.3	ANTISENSE
ENSG00000227448	XXBAC-BCX196D17.5	PROCESSED_TRANSCRIPT
ENSG00000263093	IFRD2	PROTEIN_CODING
ENSG00000241273	METAZOA_SRP	MISC_RNA
ENSG00000244186	DMD-AS1	ANTISENSE
ENSG00000255855	RP11-735A19.2	PSEUDOGENE
ENSG00000199204	Y_RNA	MISC_RNA
ENSG00000106588	PSMA2	PROTEIN_CODING
ENSG00000235115	CHCHD2P8	PSEUDOGENE
ENSG00000135842	FAM129A	PROTEIN_CODING
ENSG00000240834	IGKV1D-12	IG_V_GENE
ENSG00000264440	C6ORF225	PROTEIN_CODING
ENSG00000223925	SLC25A15P4	PSEUDOGENE
ENSG00000115541	HSPE1	PROTEIN_CODING
ENSG00000139117	CPNE8	PROTEIN_CODING
ENSG00000233519	RP11-177F11.1	ANTISENSE
ENSG00000254267	KB-1458E12.1	LINCRNA
ENSG00000243705	RP11-178L8.1	PSEUDOGENE
ENSG00000255857	RP1-278C19.3	ANTISENSE
ENSG00000188042	ARL4C	PROTEIN_CODING
ENSG00000266817	AC118063.1	MIRNA
ENSG00000259975	RP11-812E19.4	PSEUDOGENE
ENSG00000154945	ANKRD40	PROTEIN_CODING
ENSG00000258483	AC144835.1	LINCRNA
ENSG00000254506	RP11-748H22.1	PSEUDOGENE
ENSG00000201318	SNORD114-30	SNORNA
ENSG00000265443	CTD-2349P21.6	LINCRNA
ENSG00000228654	RP11-439A17.5	PSEUDOGENE
ENSG00000137571	SLCO5A1	PROTEIN_CODING
ENSG00000214192	UBE2V1P2	PSEUDOGENE
ENSG00000172716	SLFN11	PROTEIN_CODING
ENSG00000253237	RP11-775E10.1	PSEUDOGENE
ENSG00000214820	RP11-944L7.2	PSEUDOGENE
ENSG00000230185	C9ORF147	PROTEIN_CODING
ENSG00000112706	IMPG1	PROTEIN_CODING
ENSG00000226344	RP3-333B15.2	PSEUDOGENE
ENSG00000249162	ADAM20P3	PSEUDOGENE
ENSG00000187536	TPM3P7	PSEUDOGENE
ENSG00000230134	HCG24	PROCESSED_TRANSCRIPT
ENSG00000197217	ENTPD4	PROTEIN_CODING
ENSG00000262073	CLDN3	PROTEIN_CODING
ENSG00000261603	PRSS46	PROTEIN_CODING
ENSG00000259315	RP11-752G15.9	PSEUDOGENE
ENSG00000243562	METAZOA_SRP	MISC_RNA
ENSG00000171612	SLC25A33	PROTEIN_CODING
ENSG00000199601	U6	SNRNA
ENSG00000266543	AC027811.1	MIRNA
ENSG00000119401	TRIM32	PROTEIN_CODING
ENSG00000236403	RP11-447M12.2	LINCRNA
ENSG00000237662	SOCS2P1	PSEUDOGENE
ENSG00000230592	RPSAP8	PSEUDOGENE
ENSG00000256441	RP11-300I6.5	PSEUDOGENE
ENSG00000125046	C3ORF32	PROTEIN_CODING
ENSG00000107554	DNMBP	PROTEIN_CODING
ENSG00000184825	HIST1H2AH	PROTEIN_CODING
ENSG00000233163	RP11-259F16.3	PSEUDOGENE
ENSG00000168016	TRANK1	PROTEIN_CODING
ENSG00000001497	LAS1L	PROTEIN_CODING
ENSG00000173535	TNFRSF10C	PROTEIN_CODING
ENSG00000228894	HCG18	PROCESSED_TRANSCRIPT
ENSG00000188394	GPR21	PROTEIN_CODING
ENSG00000260137	RP11-258F22.2	LINCRNA
ENSG00000250575	RP4-669L17.8	PSEUDOGENE
ENSG00000117410	ATP6V0B	PROTEIN_CODING
ENSG00000251940	SNORA15	SNORNA
ENSG00000252833	RN5S186	RRNA
ENSG00000204018	RP11-543D5.3	PROTEIN_CODING
ENSG00000069482	GAL	PROTEIN_CODING
ENSG00000159147	DONSON	PROTEIN_CODING
ENSG00000188738	FSIP2	PROTEIN_CODING
ENSG00000105655	ISYNA1	PROTEIN_CODING
ENSG00000263705	MIR5689	MIRNA
ENSG00000157890	MEGF11	PROTEIN_CODING
ENSG00000145246	ATP10D	PROTEIN_CODING
ENSG00000108799	EZH1	PROTEIN_CODING
ENSG00000237701	ATP5JP1	PSEUDOGENE
ENSG00000230110	AC005086.1	PSEUDOGENE
ENSG00000066185	ZMYND12	PROTEIN_CODING
ENSG00000221536	AC091643.1	MIRNA
ENSG00000214330	ABCD1P5	PSEUDOGENE
ENSG00000156504	FAM122B	PROTEIN_CODING
ENSG00000213285	AC138031.1	PSEUDOGENE
ENSG00000262432	SNORA14	SNORNA
ENSG00000265179	RP11-672L10.2	PROCESSED_TRANSCRIPT
ENSG00000183530	PRR14L	PROTEIN_CODING
ENSG00000257426	RP11-554D14.3	PSEUDOGENE
ENSG00000264214	AL592494.4	LINCRNA
ENSG00000261800	RP11-244B22.11	LINCRNA
ENSG00000219547	RPL17P25	PSEUDOGENE
ENSG00000207862	MIR518B	MIRNA
ENSG00000252784	Y_RNA	MISC_RNA
ENSG00000263334	HIP1	PROTEIN_CODING
ENSG00000223506	SLC20A1P1	PSEUDOGENE
ENSG00000262205	SNOU13	SNORNA
ENSG00000177112	MRVI1-AS1	ANTISENSE
ENSG00000252261	RN5S262	RRNA
ENSG00000266706	AL122127.5	MIRNA
ENSG00000202499	SNORD115-36	SNORNA
ENSG00000125910	S1PR4	PROTEIN_CODING
ENSG00000252609	SNOU13	SNORNA
ENSG00000263893	CTD-3010D24.3	PROCESSED_TRANSCRIPT
ENSG00000236575	AL603926.3	PROTEIN_CODING
ENSG00000122565	CBX3	PROTEIN_CODING
ENSG00000225827	SFTPA3P	PSEUDOGENE
ENSG00000231765	PPP1R11P2	PSEUDOGENE
ENSG00000226307	RP11-471G13.3	PSEUDOGENE
ENSG00000229256	ST13P13	PSEUDOGENE
ENSG00000173627	APOBEC4	PROTEIN_CODING
ENSG00000254338	RP11-909N17.3	ANTISENSE
ENSG00000201846	RN5S166	RRNA
ENSG00000163159	VPS72	PROTEIN_CODING
ENSG00000265411	METAZOA_SRP	MISC_RNA
ENSG00000216009	MIR874	MIRNA
ENSG00000073910	FRY	PROTEIN_CODING
ENSG00000262630	AC012314.5	PROTEIN_CODING
ENSG00000186517	ARHGAP30	PROTEIN_CODING
ENSG00000266234	CTD-2350C19.2	ANTISENSE
ENSG00000244712	RP11-874G11.1	PSEUDOGENE
ENSG00000101938	CHRDL1	PROTEIN_CODING
ENSG00000262379	TAS2R31	PROTEIN_CODING
ENSG00000255234	RP11-727A23.10	PROCESSED_TRANSCRIPT
ENSG00000089057	SLC23A2	PROTEIN_CODING
ENSG00000220472	RP11-69L16.5	PSEUDOGENE
ENSG00000230594	CT47A4	PROTEIN_CODING
ENSG00000202407	Y_RNA	MISC_RNA
ENSG00000258368	RP11-125N22.2	PSEUDOGENE
ENSG00000104889	RNASEH2A	PROTEIN_CODING
ENSG00000232930	AC083864.3	LINCRNA
ENSG00000251378	AC096582.9	PSEUDOGENE
ENSG00000243317	C7ORF73	PROTEIN_CODING
ENSG00000004975	DVL2	PROTEIN_CODING
ENSG00000204653	ASPDH	PROTEIN_CODING
ENSG00000252112	SNORD63	SNORNA
ENSG00000124875	CXCL6	PROTEIN_CODING
ENSG00000242285	RPL6P8	PSEUDOGENE
ENSG00000171759	PAH	PROTEIN_CODING
ENSG00000236910	ZNF70P1	PSEUDOGENE
ENSG00000140527	WDR93	PROTEIN_CODING
ENSG00000121853	GHSR	PROTEIN_CODING
ENSG00000265467	AC090559.1	MIRNA
ENSG00000254914	CTD-2537L20.1	PSEUDOGENE
ENSG00000206909	SNORA70	SNORNA
ENSG00000228133	AC099684.1	LINCRNA
ENSG00000230075	C4A-AS1	PROCESSED_TRANSCRIPT
ENSG00000231654	RPS6KA2-AS1	ANTISENSE
ENSG00000239498	AC114765.1	LINCRNA
ENSG00000168502	SOGA2	PROTEIN_CODING
ENSG00000228765	ETF1P1	PSEUDOGENE
ENSG00000181625	SLX1B	PROTEIN_CODING
ENSG00000153982	GDPD1	PROTEIN_CODING
ENSG00000255563	RP11-124G5.2	PSEUDOGENE
ENSG00000182175	RGMA	PROTEIN_CODING
ENSG00000163382	APOA1BP	PROTEIN_CODING
ENSG00000257276	CR759737.1	PSEUDOGENE
ENSG00000103227	LMF1	PROTEIN_CODING
ENSG00000230812	RP4-794H19.4	LINCRNA
ENSG00000231029	RP3-455J7.3	PSEUDOGENE
