entrez_gene_symbol	gene_long_name	interaction_claim_source	interaction_types	drug_name	drug_primary_name
PCSK9	proprotein convertase subtilisin/kexin type 9	TTD	antisense	DPR000173	BMS-PCSK9
PCSK9	proprotein convertase subtilisin/kexin type 9	TTD	n/a	DPR000169	ALN-PCS
PCSK9	proprotein convertase subtilisin/kexin type 9	TTD	inhibitor	DCL001244	SPC5001
PCSK9	proprotein convertase subtilisin/kexin type 9	TTD	inhibitor	DPR000089	PCSK9 INHIBITOR
PCSK9	proprotein convertase subtilisin/kexin type 9	TTD	inhibitor	DPR000012	ALN-PCS01
TGFB3	transforming growth factor, beta 3	DrugBank	n/a	DB03316	1,4-DIETHYLENE DIOXIDE
PADI4	peptidyl arginine deiminase, type IV	DrugBank	n/a	DB07449	N-[(1S)-1-(AMINOCARBONYL)-4-(ETHANIMIDOYLAMINO)BUTYL]BENZAMIDE
PADI4	peptidyl arginine deiminase, type IV	DrugBank	n/a	DB00155	L-CITRULLINE
BPHL	biphenyl hydrolase-like (serine hydrolase)	DrugBank	n/a	DB03380	L-TYROSINAMIDE
LIPT1	lipoyltransferase 1	DrugBank	n/a	DB00166	LIPOIC ACID
MAPK6	mitogen-activated protein kinase 6	PharmGKB	n/a	PA7000	SORAFENIB
PSAP	prosaposin	DrugBank	n/a	DB01966	DI-STEAROYL-3-SN-PHOSPHATIDYLETHANOLAMINE
PTPN11	protein tyrosine phosphatase, non-receptor type 11	DrugBank	n/a	DB02779	DODECANE-TRIMETHYLAMINE
GCH1	GTP cyclohydrolase 1	DrugBank	inhibitor	DB02377	GUANINE
APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1	DrugBank	inhibitor	DB04967	LUCANTHONE
PCCB	propionyl CoA carboxylase, beta polypeptide	DrugBank	n/a	DB00121	BIOTIN
PCCB	propionyl CoA carboxylase, beta polypeptide	DrugBank	n/a	DB00161	L-VALINE
MADCAM1	mucosal vascular addressin cell adhesion molecule 1	TTD	antibody	DCL000924	PF-00547659
ACTR3	ARP3 actin-related protein 3 homolog (yeast)	DrugBank	n/a	DB08235	N-[2-(2-METHYL-1H-INDOL-3-YL)ETHYL]THIOPHENE-2-CARBOXAMIDE
ACTR3	ARP3 actin-related protein 3 homolog (yeast)	DrugBank	n/a	DB08236	(2S)-2-(3-BROMOPHENYL)-3-(5-CHLORO-2-HYDROXYPHENYL)-1,3-THIAZOLIDIN-4-ONE
ICAM1	intercellular adhesion molecule 1	DrugBank	n/a	DB00108	NATALIZUMAB
ICAM1	intercellular adhesion molecule 1	DrugBank	n/a	DB08818	HYALURONAN
ICAM1	intercellular adhesion molecule 1	TTD	antisense	DCL000420	ALICAFORSEN
PPP1R9A	protein phosphatase 1, regulatory subunit 9A	PharmGKB	n/a	PA164713366	TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS
GPHN	gephyrin	DrugBank	n/a	DB03766	PROPANOIC ACID
GPHN	gephyrin	DrugBank	n/a	DB01942	FORMIC ACID
PLA2G6	phospholipase A2, group VI (cytosolic, calcium-independent)	DrugBank	inhibitor	DB01103	QUINACRINE
ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5	PharmGKB	n/a	PA150595617	PLATINUM
PDE7A	phosphodiesterase 7A	TEND	n/a	DYPHYLLINE	DYPHYLLINE
PDE7A	phosphodiesterase 7A	DrugBank	n/a	DB07954	3-ISOBUTYL-1-METHYLXANTHINE
PDE7A	phosphodiesterase 7A	DrugBank	n/a	DB08602	3-(2,6-DIFLUOROPHENYL)-2-(METHYLTHIO)QUINAZOLIN-4(3H)-ONE
PDE7A	phosphodiesterase 7A	DrugBank	inhibitor	DB00920	KETOTIFEN
PDE7A	phosphodiesterase 7A	DrugBank	inhibitor	DB00651	DYPHYLLINE
MCAT	malonyl CoA:ACP acyltransferase (mitochondrial)	DrugBank	n/a	DB07344	3,6,9,12,15-PENTAOXAHEPTADECAN-1-OL
CCR3	chemokine (C-C motif) receptor 3	TTD	antagonist	DPR000121	YM-355179
CCR3	chemokine (C-C motif) receptor 3	TTD	antagonist	DCL000720	BERTILIMUMAB??
CCR3	chemokine (C-C motif) receptor 3	TTD	antagonist	DPR000120	YM-344031
AQP1	aquaporin 1 (Colton blood group)	DrugBank	inhibitor	DB00819	ACETAZOLAMIDE
IDI1	isopentenyl-diphosphate delta isomerase 1	DrugBank	n/a	DB01785	DIMETHYLALLYL DIPHOSPHATE
MAP3K9	mitogen-activated protein kinase kinase kinase 9	DrugBank	n/a	DB08703	12-(2-HYDROXYETHYL)-2-(1-METHYLETHOXY)-13,14-DIHYDRONAPHTHO[2,1-A]PYRROLO[3,4-C]CARBAZOL-5(12H)-ONE
APOA5	apolipoprotein A-V	PharmGKB	n/a	PA133950441	HMG COA REDUCTASE INHIBITORS
VDAC1	voltage-dependent anion channel 1	DrugBank	inhibitor	DB01375	DIHYDROXYALUMINIUM
UBA3	ubiquitin-like modifier activating enzyme 3	TTD	inhibitor	DCL000576	MLN4924
ROS1	c-ros oncogene 1 , receptor tyrosine kinase	TALC	inhibitor	CRIZOTINIB	CRIZOTINIB
SLC3A1	solute carrier family 3 (cystine, dibasic and neutral amino acid transporters, activator of cystine, dibasic and neutral amino acid transport), member 1	DrugBank	n/a	DB00138	L-CYSTINE
PRDX5	peroxiredoxin 5	DrugBank	inhibitor	DB00995	AURANOFIN
PRDX5	peroxiredoxin 5	DrugBank	n/a	DB03793	BENZOIC ACID
PRDX5	peroxiredoxin 5	DrugBank	n/a	DB03608	DIMINAZENE
CRPP1	C-reactive protein pseudogene 1	PharmGKB	n/a	PA164712462	ANTIINFLAMMATORY AGENTS, NON-STEROIDS
MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	DrugBank	n/a	DB08574	(5R)-2-SULFANYL-5-[4-(TRIFLUOROMETHYL)BENZYL]-1,3-THIAZOL-4-ONE
GRB2	growth factor receptor-bound protein 2	DrugBank	binder	DB00061	PEGADEMASE BOVINE
GRB2	growth factor receptor-bound protein 2	DrugBank	n/a	DB03276	4-[(10S,14S,18S)-18-(2-AMINO-2-OXOETHYL)-14-(1-NAPHTHYLMETHYL)-8,17,20-TRIOXO-7,16,19-TRIAZASPIRO[5.14]ICOS-11-EN-10-YL]BENZYLPHOSPHONIC ACID
MCCC1	methylcrotonoyl-CoA carboxylase 1 (alpha)	DrugBank	n/a	DB00121	BIOTIN
CAPNS1	calpain, small subunit 1	DrugBank	n/a	DB02570	PD150606
ERN1	endoplasmic reticulum to nucleus signaling 1	DrugBank	n/a	DB07382	N~2~-1H-BENZIMIDAZOL-5-YL-N~4~-(3-CYCLOPROPYL-1H-PYRAZOL-5-YL)PYRIMIDINE-2,4-DIAMINE
IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	TTD	inhibitor	DCL000575	MLN0415
PRKCI	protein kinase C, iota	DrugBank	n/a	DB03777	RBT205 INHIBITOR
CRH	corticotropin releasing hormone	DrugBank	n/a	DB02556	D-PHENYLALANINE
CRH	corticotropin releasing hormone	DrugBank	n/a	DB02952	ALPHA-AMINOISOBUTYRIC ACID
CRH	corticotropin releasing hormone	DrugBank	agonist	DB01285	CORTICOTROPIN
NARS	asparaginyl-tRNA synthetase	DrugBank	n/a	DB00174	L-ASPARAGINE
STK17B	serine/threonine kinase 17b	DrugBank	n/a	DB04216	QUERCETIN
PLA2G2D	phospholipase A2, group IID	DrugBank	n/a	DB03193	STEARIC ACID
OXTR	oxytocin receptor	DrugBank	agonist	DB00107	OXYTOCIN
OXTR	oxytocin receptor	DrugBank	agonist	DB01282	CARBETOCIN
OXTR	oxytocin receptor	TTD	agonist	DAP000269	CARBETOCIN
OXTR	oxytocin receptor	TTD	agonist	DAP001156	OXYTOCIN
OXTR	oxytocin receptor	TTD	antagonist	DCL000373	GSK221149
OXTR	oxytocin receptor	TEND	n/a	CARBETOCIN	CARBETOCIN
PGA3	pepsinogen 3, group I (pepsinogen A)	TEND	n/a	SUCRALFATE	SUCRALFATE
FST	follistatin	DrugBank	n/a	DB01666	D-MYO-INOSITOL-HEXASULPHATE
KCNJ5	potassium inwardly-rectifying channel, subfamily J, member 5	DrugBank	inhibitor	DB01016	GLYBURIDE
IYD	iodotyrosine deiodinase	DrugBank	n/a	DB03374	3,5-DIIODOTYROSINE
ARPC1B	actin related protein 2/3 complex, subunit 1B, 41kDa	DrugBank	n/a	DB08235	N-[2-(2-METHYL-1H-INDOL-3-YL)ETHYL]THIOPHENE-2-CARBOXAMIDE
ARPC1B	actin related protein 2/3 complex, subunit 1B, 41kDa	DrugBank	n/a	DB08236	(2S)-2-(3-BROMOPHENYL)-3-(5-CHLORO-2-HYDROXYPHENYL)-1,3-THIAZOLIDIN-4-ONE
SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2	DrugBank	ligand	DB00428	STREPTOZOCIN
CAMP	cathelicidin antimicrobial peptide	DrugBank	n/a	DB02345	SELENOCYSTEINE
CRY1	cryptochrome 1 (photolyase-like)	PharmGKB	n/a	PA450243	LITHIUM
CEACAM3	carcinoembryonic antigen-related cell adhesion molecule 3	TTD	antibody	DAP001303	ARCITUMOMAB
ANGPT1	angiopoietin 1	TTD	inhibitor	DCL000425	AMG 386
ARPC2	actin related protein 2/3 complex, subunit 2, 34kDa	DrugBank	n/a	DB08235	N-[2-(2-METHYL-1H-INDOL-3-YL)ETHYL]THIOPHENE-2-CARBOXAMIDE
ARPC2	actin related protein 2/3 complex, subunit 2, 34kDa	DrugBank	n/a	DB08236	(2S)-2-(3-BROMOPHENYL)-3-(5-CHLORO-2-HYDROXYPHENYL)-1,3-THIAZOLIDIN-4-ONE
CXCL12	chemokine (C-X-C motif) ligand 12	DrugBank	binder	DB06822	TINZAPARIN
CREBBP	CREB binding protein	DrugBank	n/a	DB08655	9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE
USP5	ubiquitin specific peptidase 5 (isopeptidase T)	PharmGKB	n/a	PA449899	HYDROCHLOROTHIAZIDE
KCNIP1	Kv channel interacting protein 1	PharmGKB	n/a	PA451868	VERAPAMIL
HMMR	hyaluronan-mediated motility receptor (RHAMM)	DrugBank	n/a	DB08818	HYALURONAN
ADCY5	adenylate cyclase 5	DrugBank	n/a	DB02587	FORSKOLIN
ADCY5	adenylate cyclase 5	DrugBank	n/a	DB06843	2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE
ZBTB4	zinc finger and BTB domain containing 4	PharmGKB	n/a	PA164781343	VARENICLINE
CXCL2	chemokine (C-X-C motif) ligand 2	TTD	modulator	DCL000860	LAQUINAMOD
CXCL10	chemokine (C-X-C motif) ligand 10	DrugBank	n/a	DB04487	N-METHYLLEUCINE
UGT2B10	UDP glucuronosyltransferase 2 family, polypeptide B10	PharmGKB	n/a	PA450626	NICOTINE
KCNMB4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	DrugBank	inhibitor	DB01110	MICONAZOLE
TPPP	tubulin polymerization promoting protein	TALC	n/a	BNC105P	BNC105P
GNAS	GNAS complex locus	DrugBank	n/a	DB06843	2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE
GNAS	GNAS complex locus	DrugBank	n/a	DB02587	FORSKOLIN
TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	DrugBank	n/a	DB00156	L-THREONINE
TRAPPC1	trafficking protein particle complex 1	DrugBank	n/a	DB08342	S-PALMITOYL-L-CYSTEINE
PLEKHA4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	DrugBank	n/a	DB01863	INOSITOL 1,3,4,5-TETRAKISPHOSPHATE
WAS	Wiskott-Aldrich syndrome	DrugBank	n/a	DB01731	(S)-WISKOSTATIN
CAMK1G	calcium/calmodulin-dependent protein kinase IG	DrugBank	n/a	DB08009	5-[(E)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-[2-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE
MADD	MAP-kinase activating death domain	PharmGKB	n/a	PA451868	VERAPAMIL
HFE	hemochromatosis	PharmGKB	n/a	PA10072	EPOETIN ALFA
HFE	hemochromatosis	PharmGKB	n/a	PA450087	IRON
TRAPPC5	trafficking protein particle complex 5	DrugBank	n/a	DB08342	S-PALMITOYL-L-CYSTEINE
HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase	DrugBank	n/a	DB04594	3-HYDROXYGLUTARIC ACID
CD70	CD70 molecule	TTD	antibody	DCL001242	SGN-75
CD70	CD70 molecule	TTD	antibody	DCL001241	SGN-70
S100A7	S100 calcium binding protein A7	DrugBank	n/a	DB04474	1-ANILINO-8-NAPHTHALENE SULFONATE
IDO1	indoleamine 2,3-dioxygenase 1	TTD	inhibitor	DCL000544	INCB24360
IDO1	indoleamine 2,3-dioxygenase 1	TTD	binder	DAP001316	L-TRYPTOPHAN
MST4	serine/threonine protein kinase MST4	DrugBank	n/a	DB07853	[4-({4-[(5-CYCLOPROPYL-1H-PYRAZOL-3-YL)AMINO]QUINAZOLIN-2-YL}IMINO)CYCLOHEXA-2,5-DIEN-1-YL]ACETONITRILE
PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	DrugBank	n/a	DB06867	3,6,9,12,15,18-HEXAOXAICOSANE
PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	DrugBank	n/a	DB01766	BETA-(2-NAPHTHYL)-ALANINE
GANC	glucosidase, alpha; neutral C	DrugBank	antagonist	DB00491	MIGLITOL
PLCL1	phospholipase C-like 1	DrugBank	inhibitor	DB01103	QUINACRINE
F13A1	coagulation factor XIII, A1 polypeptide	DrugBank	n/a	DB01839	1,2-PROPANEDIOL
F13A1	coagulation factor XIII, A1 polypeptide	DrugBank	n/a	DB02340	N-ACETYL-SERINE
SMOX	spermine oxidase	DrugBank	ligand	DB00127	SPERMINE
C9ORF72	chromosome 9 open reading frame 72	PharmGKB	n/a	PA164713366	TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS
PARP15	poly (ADP-ribose) polymerase family, member 15	DrugBank	n/a	DB08348	N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE
PTGR2	prostaglandin reductase 2	DrugBank	inhibitor	DB00328	INDOMETHACIN
PTGR2	prostaglandin reductase 2	DrugBank	n/a	DB07177	(5E,13E)-11-HYDROXY-9,15-DIOXOPROSTA-5,13-DIEN-1-OIC ACID
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	TTD	antisense	DCL000154	LR3001
MTTP	microsomal triglyceride transfer protein	TTD	inhibitor	DCL000072	BMS-201038
MTTP	microsomal triglyceride transfer protein	TTD	inhibitor	DCL000133	IMPLITAPIDE
MTTP	microsomal triglyceride transfer protein	DrugBank	antagonist	DB01094	HESPERETIN
NPC1L1	NPC1 (Niemann-Pick disease, type C1, gene)-like 1	DrugBank	inhibitor	DB00973	EZETIMIBE
NPC1L1	NPC1 (Niemann-Pick disease, type C1, gene)-like 1	TTD	inhibitor	DAP000717	EZETIMIBE
NPC1L1	NPC1 (Niemann-Pick disease, type C1, gene)-like 1	TEND	n/a	EZETIMIBE	EZETIMIBE
MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	DrugBank	n/a	DB03674	METHYL MERCURY ION
MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	DrugBank	n/a	DB03397	URIDINE-DIPHOSPHATE-N-ACETYLGLUCOSAMINE
DAOA	D-amino acid oxidase activator	PharmGKB	n/a	PA10026	ARIPIPRAZOLE
IGHA2	immunoglobulin heavy constant alpha 2 (A2m marker)	DrugBank	n/a	DB04676	DANSYLLYSINE
ACTR2	ARP2 actin-related protein 2 homolog (yeast)	DrugBank	n/a	DB08235	N-[2-(2-METHYL-1H-INDOL-3-YL)ETHYL]THIOPHENE-2-CARBOXAMIDE
ACTR2	ARP2 actin-related protein 2 homolog (yeast)	DrugBank	n/a	DB08236	(2S)-2-(3-BROMOPHENYL)-3-(5-CHLORO-2-HYDROXYPHENYL)-1,3-THIAZOLIDIN-4-ONE
CDCA3	cell division cycle associated 3	PharmGKB	n/a	PA449899	HYDROCHLOROTHIAZIDE
IFNA1	interferon, alpha 1	TTD	antibody	DCL001230	RONTALIZUMAB
TRAPPC6A	trafficking protein particle complex 6A	DrugBank	n/a	DB08342	S-PALMITOYL-L-CYSTEINE
SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	DrugBank	n/a	DB00174	L-ASPARAGINE
OR52E2	olfactory receptor, family 52, subfamily E, member 2	PharmGKB	n/a	PA450243	LITHIUM
GRK5	G protein-coupled receptor kinase 5	PharmGKB	n/a	PA451868	VERAPAMIL
GRK5	G protein-coupled receptor kinase 5	PharmGKB	n/a	PA449899	HYDROCHLOROTHIAZIDE
GRK5	G protein-coupled receptor kinase 5	PharmGKB	n/a	PA164712535	BETA BLOCKING AGENTS
GRK5	G protein-coupled receptor kinase 5	PharmGKB	n/a	PA451737	TRANDOLAPRIL
GRK5	G protein-coupled receptor kinase 5	PharmGKB	n/a	PA448499	ATENOLOL
NSF	N-ethylmaleimide-sensitive factor	DrugBank	n/a	DB01902	1-ETHYL-PYRROLIDINE-2,5-DIONE
PDE8B	phosphodiesterase 8B	DrugBank	inhibitor	DB00920	KETOTIFEN
VARS	valyl-tRNA synthetase	DrugBank	n/a	DB00161	L-VALINE
GSN	gelsolin	DrugBank	n/a	DB02621	LATRUNCULIN A
PCCA	propionyl CoA carboxylase, alpha polypeptide	DrugBank	n/a	DB00121	BIOTIN
SLC22A1	solute carrier family 22 (organic cation transporter), member 1	PharmGKB	n/a	PA164712431	ANTIEMETICS AND ANTINAUSEANTS
SLC22A1	solute carrier family 22 (organic cation transporter), member 1	PharmGKB	n/a	PA451735	TRAMADOL
SLC19A3	solute carrier family 19, member 3	DrugBank	n/a	DB00151	L-CYSTEINE
ACP2	acid phosphatase 2, lysosomal	PharmGKB	n/a	PA451868	VERAPAMIL
ACP2	acid phosphatase 2, lysosomal	PharmGKB	n/a	PA448499	ATENOLOL
CD28	CD28 molecule	TTD	inhibitor	DCL000716	BELATACEPT
HTR3B	5-hydroxytryptamine (serotonin) receptor 3B, ionotropic	TTD	antagonist	DCL000087	CILANSETRON
PPCDC	phosphopantothenoylcysteine decarboxylase	DrugBank	n/a	DB03738	PANTOTHENOYLAMINOETHENETHIOL
PPCDC	phosphopantothenoylcysteine decarboxylase	DrugBank	n/a	DB03247	RIBOFLAVIN MONOPHOSPHATE
FCER1G	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	DrugBank	agonist	DB00895	BENZYLPENICILLOYL POLYLYSINE
FCER1G	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	TTD	binder	DAP001314	BENZYLPENICILLOYL POLYLYSINE
FCER1G	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	TEND	n/a	BENZYLPENICILLOYL POLYLYSINE	BENZYLPENICILLOYL POLYLYSINE
MED1	mediator complex subunit 1	DrugBank	n/a	DB08696	5-{2-[1-(1-METHYL-PROPYL)-7A-METHYL-OCTAHYDRO-INDEN-4-YLIDENE]-ETHYLIDENE}-2-METHYLENE-CYCLOHEXANE-1,3-DIOL
DNTT	deoxynucleotidyltransferase, terminal	DrugBank	n/a	DB02189	2',3'-DIDEOXYADENOSINE-5'-TRIPHOSPHATE
OR52J3	olfactory receptor, family 52, subfamily J, member 3	PharmGKB	n/a	PA450243	LITHIUM
PIK3C3	phosphatidylinositol 3-kinase, catalytic subunit type 3	DrugBank	n/a	DB06836	N-(5-(4-CHLORO-3-(2-HYDROXY-ETHYLSULFAMOYL)- PHENYLTHIAZOLE-2-YL)-ACETAMIDE
CD44	CD44 molecule (Indian blood group)	DrugBank	n/a	DB08818	HYALURONAN
MFGE8	milk fat globule-EGF factor 8 protein	TALC	vaccine	MONOCLONAL ANTIBODY11D10 ANTI-IDIOTYPE VACCINE	MONOCLONAL ANTIBODY11D10 ANTI-IDIOTYPE VACCINE
SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	DrugBank	n/a	DB00138	L-CYSTINE
YEATS4	YEATS domain containing 4	PharmGKB	n/a	PA449899	HYDROCHLOROTHIAZIDE
MUC1	mucin 1, cell surface associated	TALC	vaccine	MVA-MUC1-IL2	MVA-MUC1-IL2
MUC1	mucin 1, cell surface associated	TALC	vaccine	BLP25 LIPOSOME VACCINE STIMUVAX	BLP25 LIPOSOME VACCINE STIMUVAX
TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	DrugBank	n/a	DB00036	COAGULATION FACTOR VIIA
TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	DrugBank	inhibitor	DB06779	DALTEPARIN
UBE2D2	ubiquitin-conjugating enzyme E2D 2	DrugBank	n/a	DB02418	(R,R)-2,3-BUTANEDIOL
PKD1L3	polycystic kidney disease 1-like 3	PharmGKB	n/a	PA450192	LEFLUNOMIDE
HLCS	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)	DrugBank	n/a	DB00121	BIOTIN
KCNN3	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3	DrugBank	inhibitor	DB01110	MICONAZOLE
MCCC2	methylcrotonoyl-CoA carboxylase 2 (beta)	DrugBank	n/a	DB00121	BIOTIN
ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	DrugBank	n/a	DB08235	N-[2-(2-METHYL-1H-INDOL-3-YL)ETHYL]THIOPHENE-2-CARBOXAMIDE
ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	DrugBank	n/a	DB08236	(2S)-2-(3-BROMOPHENYL)-3-(5-CHLORO-2-HYDROXYPHENYL)-1,3-THIAZOLIDIN-4-ONE
NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase	PharmGKB	n/a	PA449899	HYDROCHLOROTHIAZIDE
CLPS	colipase, pancreatic	DrugBank	n/a	DB04233	(HYDROXYETHYLOXY)TRI(ETHYLOXY)OCTANE
CLPS	colipase, pancreatic	DrugBank	n/a	DB08222	METHOXYUNDECYLPHOSPHINIC ACID
AS3MT	arsenic (+3 oxidation state) methyltransferase	PharmGKB	n/a	PA452638	ARSENITE
OR52J2P	olfactory receptor, family 52, subfamily J, member 2 pseudogene	PharmGKB	n/a	PA450243	LITHIUM
ARPC3	actin related protein 2/3 complex, subunit 3, 21kDa	DrugBank	n/a	DB08235	N-[2-(2-METHYL-1H-INDOL-3-YL)ETHYL]THIOPHENE-2-CARBOXAMIDE
ARPC3	actin related protein 2/3 complex, subunit 3, 21kDa	DrugBank	n/a	DB08236	(2S)-2-(3-BROMOPHENYL)-3-(5-CHLORO-2-HYDROXYPHENYL)-1,3-THIAZOLIDIN-4-ONE
ACAN	aggrecan	DrugBank	n/a	DB02255	GM6001
GANAB	glucosidase, alpha; neutral AB	DrugBank	antagonist	DB00491	MIGLITOL
PRNP	prion protein	DrugBank	inhibitor	DB00759	TETRACYCLINE
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif, 1	PharmGKB	n/a	PA133950441	HMG COA REDUCTASE INHIBITORS
CMAS	cytidine monophosphate N-acetylneuraminic acid synthetase	DrugBank	n/a	DB02485	CYTIDINE-5'-MONOPHOSPHATE-5-N-ACETYLNEURAMINIC ACID
PDE8A	phosphodiesterase 8A	DrugBank	n/a	DB07954	3-ISOBUTYL-1-METHYLXANTHINE
PDE8A	phosphodiesterase 8A	DrugBank	inhibitor	DB00920	KETOTIFEN
ROCK2	Rho-associated, coiled-coil containing protein kinase 2	DrugBank	n/a	DB08756	(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE
ROCK2	Rho-associated, coiled-coil containing protein kinase 2	DrugBank	n/a	DB08162	5-(1,4-DIAZEPAN-1-SULFONYL)ISOQUINOLINE
CD1D	CD1d molecule	DrugBank	n/a	DB04661	CIS-TETRACOSENOYL SULFATIDE
GLP2R	glucagon-like peptide 2 receptor	DrugBank	n/a	DB00040	GLUCAGON RECOMBINANT
TNFRSF9	tumor necrosis factor receptor superfamily, member 9	TALC	antibody	BMS-663513	BMS-663513
SPTA1	spectrin, alpha, erythrocytic 1 (elliptocytosis 2)	PharmGKB	n/a	PA448561	BENAZEPRIL
S100A1	S100 calcium binding protein A1	DrugBank	antagonist	DB00768	OLOPATADINE
PGM1	phosphoglucomutase 1	DrugBank	n/a	DB04397	ALPHA-D-GLUCOSE-1-PHOSPHATE-6-VANADATE
PGM1	phosphoglucomutase 1	DrugBank	n/a	DB02835	ALPHA-D-GLUCOSE 1,6-BISPHOSPHATE
ULK3	unc-51-like kinase 3 (C. elegans)	PharmGKB	n/a	PA10804	IMATINIB
CDKN2B-AS1	CDKN2B antisense RNA 1	PharmGKB	n/a	PA164712462	ANTIINFLAMMATORY AGENTS, NON-STEROIDS
AMPD1	adenosine monophosphate deaminase 1	PharmGKB	n/a	PA449692	FOLIC ACID
HCK	hemopoietic cell kinase	DrugBank	n/a	DB04216	QUERCETIN
HCK	hemopoietic cell kinase	DrugBank	n/a	DB01809	1-TER-BUTYL-3-P-TOLYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-YLAMINE
HCK	hemopoietic cell kinase	DrugBank	n/a	DB01962	PHOSPHONOTYROSINE
KCNMB2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	DrugBank	inhibitor	DB01110	MICONAZOLE
KCNMB2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	DrugBank	n/a	DB03861	(2R,3R,4S,5R)-2-ACETAMIDO-3,4-DIHYDROXY-5-HYDROXYMETHYL-PIPERIDINIUM
IRAK4	interleukin-1 receptor-associated kinase 4	DrugBank	n/a	DB08590	1-(3-HYDROXYPROPYL)-2-[(3-NITROBENZOYL)AMINO]-1H-BENZIMIDAZOL-5-YL PIVALATE
SOAT1	sterol O-acyltransferase 1	DrugBank	inhibitor	DB00973	EZETIMIBE
SOAT1	sterol O-acyltransferase 1	DrugBank	inhibitor	DB01094	HESPERETIN
LGALS9	lectin, galactoside-binding, soluble, 9	DrugBank	n/a	DB04472	(R)-1-PARA-NITRO-PHENYL-2-AZIDO-ETHANOL
GBP6	guanylate binding protein family, member 6	PharmGKB	n/a	PA164713366	TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS
PROZ	protein Z, vitamin K-dependent plasma glycoprotein	TEND	n/a	MENADIONE	MENADIONE
PROZ	protein Z, vitamin K-dependent plasma glycoprotein	DrugBank	activator	DB00170	MENADIONE
IL1A	interleukin 1, alpha	TEND	n/a	RILONACEPT	RILONACEPT
CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	DrugBank	other	DB00446	CHLORAMPHENICOL
HSD17B11	hydroxysteroid (17-beta) dehydrogenase 11	DrugBank	n/a	DB02854	AETIOCHOLANOLONE
ARPC4	actin related protein 2/3 complex, subunit 4, 20kDa	DrugBank	n/a	DB08235	N-[2-(2-METHYL-1H-INDOL-3-YL)ETHYL]THIOPHENE-2-CARBOXAMIDE
ARPC4	actin related protein 2/3 complex, subunit 4, 20kDa	DrugBank	n/a	DB08236	(2S)-2-(3-BROMOPHENYL)-3-(5-CHLORO-2-HYDROXYPHENYL)-1,3-THIAZOLIDIN-4-ONE
CAMLG	calcium modulating ligand	DrugBank	binder	DB00091	CYCLOSPORINE
PROS1	protein S (alpha)	DrugBank	inhibitor	DB00464	SODIUM TETRADECYL SULFATE
